Año;Mes;División;Grupo;Clase;Subclase;Producto;Glosa;Ponderación;Índice;Variación Mensual ( % );Variación Acumulada ( % );Variación 12 Meses ( % );Incidencia Mensual ( % );Incidencia Acumulada ( % );Incidencia 12 Meses ( % ),,,,,,,,,,,
2016;9;5;5;1;2;;ACCESORIOS PARA EL HOGAR;0,2022;124,55;-0,2;3,9;6,5;0,0;0,0;0,0,,,
2016;9;5;6;1;2;;ARTÍCULOS DE LIMPIEZA PARA EL HOGAR;0,32684;120,46;0,2;5,8;7,8;0,0;0,0;0,0,,,
2016;9;1;1;2;2;;CARNE DE CERDO FRESCA, REFRIGERADA O CONGELADA;0,47526;115,80;1,7;3,8;-2,9;0,0;0,0;0,0,,
2016;9;3;1;2;2;;VESTUARIO PARA MUJER;1,41066;78,84;-1,3;-3,0;-5,9;0,0;0,0;-0,1,,,
2016;9;12;1;2;2;;PRODUCTOS DE HIGIENE PERSONAL;1,32279;123,67;-0,7;3,9;7,4;0,0;0,1;0,1,,,
2016;9;1;2;2;2;;BEBIDAS DE FANTASÍA;1,17398;121,84;-1,8;2,8;3,3;0,0;0,0;0,0,,,
2016;9;7;2;2;2;;LUBRICANTES Y ACEITES PARA EL AUTOMÓVIL;0,02288;111,96;0,1;2,2;3,9;0,0;0,0;0,0,,,
2016;9;9;3;2;2;;SERVICIOS FOTOGRÁFICOS;0,02362;140,83;0,6;9,6;11,5;0,0;0,0;0,0,,,
2016;9;4;4;2;2;;GAS LICUADO;1,05361;90,08;0,0;-3,4;-0,6;0,0;0,0;0,0,,,
2016;9;1;1;3;2;;MARISCOS FRESCOS, REFRIGERADOS O CONGELADOS;0,08985;138,01;-1,3;7,0;6,7;0,0;0,0;0,0,,
2016;9;6;2;3;2;;SERVICIOS DE OTROS PROFESIONALES DE LA SALUD;0,25481;112,27;0,0;5,1;5,4;0,0;0,0;0,0,,,
2016;9;4;3;3;2;;GASTOS DE COPROPIEDAD;0,95161;117,30;-1,4;4,6;3,8;0,0;0,0;0,0,,,
2016;9;9;4;3;2;;ARTÍCULOS DE ESCRITORIO;0,04327;117,43;-0,4;1,5;4,7;0,0;0,0;0,0,,,
2016;9;1;1;4;2;;YOGHURT Y POSTRES LÁCTEOS;0,48547;112,13;-0,1;2,9;2,8;0,0;0,0;0,0,,,
2016;9;7;2;4;2;;SERVICIOS RELACIONADOS A LA CIRCULACIÓN DEL VEHÍCULO;0,37166;115,95;0,1;3,3;3,8;0,0;0,0;0,0,,,
2016;9;1;1;5;2;;ACEITES COMESTIBLES;0,3455;111,55;0,6;7,4;8,9;0,0;0,0;0,0,,,
2016;9;1;1;6;2;;FRUTOS SECOS Y FRUTAS EN CONSERVA;0,14811;114,49;-0,6;1,3;1,0;0,0;0,0;0,0,,,
2016;9;1;1;7;2;;LEGUMBRES SECAS;0,13135;119,21;1,9;14,6;15,2;0,0;0,0;0,0,,,
2016;9;1;1;8;2;;MERMELADA, MANJAR Y OTROS DULCES UNTABLES;0,12655;135,52;0,7;6,9;8,8;0,0;0,0;0,0,,
2016;9;1;1;9;2;;SALSAS Y ADEREZOS;0,2847;127,72;-0,7;5,7;9,4;0,0;0,0;0,0,,,
2016;9;1;1;1;3;;PAN Y OTROS PRODUCTOS DE PANADERÍA;3,13548;115,13;-0,2;2,6;5,0;0,0;0,1;0,2,,,
2016;9;1;2;1;3;;CACAO Y FORTIFICANTE EN POLVO;0,0448;114,15;0,5;0,5;0,2;0,0;0,0;0,0,,,
2016;9;3;2;1;3;;CALZADO INFANTIL;0,28629;68,18;-0,4;-7,6;-9,2;0,0;0,0;0,0,,,
2016;9;1;1;2;3;;CARNE DE AVE FRESCA, REFRIGERADA O CONGELADA;1,06242;111,69;0,5;-0,1;-4,9;0,0;0,0;-0,1,,
2016;9;3;1;2;3;;VESTUARIO INFANTIL;0,40423;101,40;-0,1;1,2;-0,3;0,0;0,0;0,0,,,
2016;9;12;1;2;3;;PRODUCTOS DE BELLEZA;0,47414;115,83;1,0;6,6;9,4;0,0;0,0;0,0,,,
2016;9;1;2;2;3;;JUGOS LÍQUIDOS Y EN POLVO;0,43771;122,55;-0,5;2,6;4,0;0,0;0,0;0,0,,,
2016;9;9;3;2;3;;SERVICIOS DE TELEVISIÓN;0,39448;105,84;0,5;2,0;2,6;0,0;0,0;0,0,,,
2016;9;1;1;3;3;;PESCADOS Y MARISCOS EN CONSERVA;0,21939;122,49;1,7;2,6;3,0;0,0;0,0;0,0,,,
2016;9;1;1;4;3;;QUESOS;0,74586;108,62;-0,7;0,9;0,3;0,0;0,0;0,0,,,
2016;9;1;1;7;3;;TUBÉRCULOS Y PRODUCTOS DERIVADOS;0,57917;124,04;-1,3;-15,3;-14,1;0,0;-0,1;-0,1,,,
2016;9;1;1;8;3;;CARAMELOS, CHOCOLATES Y OTROS PRODUCTOS DE CONFITERÍA;0,3383;129,21;1,9;6,0;6,1;0,0;0,0;0,0,,
2016;9;1;1;9;3;;SOPAS Y CREMAS, ALIMENTOS PARA BEBÉ Y POSTRES NO LÁCTEOS;0,28008;109,31;0,3;2,1;2,3;0,0;0,0;0,0,,
2016;9;1;1;1;4;;PASTAS;0,28993;119,59;-0,4;1,4;5,8;0,0;0,0;0,0,,,
2016;9;1;1;2;4;;CARNE PROCESADA Y FIAMBRERÍA;1,13152;112,73;-1,1;1,4;0,9;0,0;0,0;0,0,,,
2016;9;3;1;2;4;;VESTUARIO PARA LACTANTE;0,10669;98,77;0,6;0,2;-0,2;0,0;0,0;0,0,,,
2016;9;1;1;4;4;;HUEVOS;0,33391;122,27;0,4;2,4;0,3;0,0;0,0;0,0,,,
2016;9;1;1;8;4;;HELADOS;0,23645;122,32;-0,3;6,5;6,3;0,0;0,0;0,0,,,
2016;9;3;1;2;5;;VESTUARIO ESCOLAR;0,17011;118,13;0,0;9,8;9,8;0,0;0,0;0,0,,,
2016;9;1;1;1;1;1;ARROZ;0,20255;124,60;0,1;1,4;2,2;0,0;0,0;0,0,,,
2016;9;2;1;1;1;1;PISCO;0,22614;132,89;-2,8;-1,8;1,1;0,0;0,0;0,0,,,
2016;9;3;1;1;1;1;TELAS PARA CONFECCIÓN DE VESTUARIO;0,04405;104,34;-0,3;-0,1;2,6;0,0;0,0;0,0,,,
2016;9;4;1;1;1;1;ARRIENDO;4,16621;117,60;0,5;3,4;4,2;0,0;0,1;0,2,,,
2016;9;5;1;1;1;1;CAMA;0,29935;107,70;0,2;0,3;-0,3;0,0;0,0;0,0,,,
2016;9;6;1;1;1;1;MEDICAMENTOS ANTIINFECCIOSOS, ANTIVIRALES Y ANTIFUNGICOS;0,12351;125,03;-0,3;7,9;6,7;0,0;0,0;0,0,,
2016;9;7;1;1;1;1;AUTOMÓVIL NUEVO;4,05431;114,46;0,3;-1,0;-0,8;0,0;0,0;0,0,,,
2016;9;8;1;1;1;1;EQUIPO DE TELEFONÍA MÓVIL;0,40978;71,02;-1,2;-4,6;-1,5;0,0;0,0;0,0,,,
2016;9;9;1;1;1;1;TELEVISOR;0,59118;56,94;-4,0;-16,8;-22,2;0,0;-0,1;-0,1,,,
2016;9;10;1;1;1;1;SERVICIO DE EDUCACIÓN DE JARDÍN INFANTIL;0,27873;126,48;0,0;8,7;8,7;0,0;0,0;0,0,,,
2016;9;11;1;1;1;1;DESAYUNO CONSUMIDO FUERA DEL HOGAR;0,02877;128,44;0,4;7,2;9,5;0,0;0,0;0,0,,,
2016;9;12;1;1;1;1;SERVICIOS DE PELUQUERÍA;0,31079;115,99;0,1;2,8;4,0;0,0;0,0;0,0,,,
2016;9;1;2;1;1;1;CAFÉ Y SUCEDÁNEOS;0,15833;112,92;0,5;2,2;2,8;0,0;0,0;0,0,,,
2016;9;2;2;1;1;1;CIGARRILLOS;1,51213;142,26;0,0;5,6;5,6;0,0;0,1;0,1,,,
2016;9;3;2;1;1;1;ZAPATILLAS PARA HOMBRE;0,19217;87,20;0,6;-1,2;-2,6;0,0;0,0;0,0,,,
2016;9;4;2;1;1;1;MATERIALES PARA LA REPARACIÓN DE LA VIVIENDA;0,44885;107,33;-1,1;2,0;1,3;0,0;0,0;0,0,,,
2016;9;5;2;1;1;1;TEXTILES PARA CAMA;0,17929;82,99;-2,0;-10,9;-10,5;0,0;0,0;0,0,,,
2016;9;6;2;1;1;1;CONSULTA MÉDICA;0,94911;115,23;0,0;4,2;4,4;0,0;0,0;0,0,,,
2016;9;7;2;1;1;1;REPUESTOS PARA EL FUNCIONAMIENTO ELÉCTRICO DEL AUTOMÓVIL;0,07214;119,63;-1,5;-1,0;3,3;0,0;0,0;0,0,,,
2016;9;8;2;1;1;1;SERVICIO DE CONEXIÓN INTERNET;0,1487;94,23;0,3;-6,4;-6,0;0,0;0,0;0,0,,,
2016;9;9;2;1;1;1;JUGUETES;0,41018;100,91;0,5;2,2;1,3;0,0;0,0;0,0,,,
2016;9;10;2;1;1;1;SERVICIO DE EDUCACIÓN DE LA ENSEÑANZA MEDIA;0,7535;111,68;0,0;3,6;3,6;0,0;0,0;0,0,,,
2016;9;11;2;1;1;1;SERVICIO DE ALOJAMIENTO TURÍSTICO;0,42123;117,03;-1,0;-0,9;3,5;0,0;0,0;0,0,,,
2016;9;12;2;1;1;1;JOYAS;0,16196;116,21;-0,7;2,1;3,9;0,0;0,0;0,0,,,
2016;9;4;3;1;1;1;AGUA POTABLE;1,85621;117,75;0,0;0,9;4,5;0,0;0,0;0,1,,,
2016;9;5;3;1;1;1;CALEFÓN;0,04883;105,75;-0,4;-3,8;-0,4;0,0;0,0;0,0,,,
2016;9;6;3;1;1;1;SERVICIO DE HOSPITALIZACIÓN;0,8264;117,03;0,0;3,7;4,0;0,0;0,0;0,0,,,
2016;9;7;3;1;1;1;SERVICIO DE TRANSPORTE EN TAXI COLECTIVO;0,72155;115,11;0,0;0,0;0,4;0,0;0,0;0,0,,,
2016;9;9;3;1;1;1;SERVICIOS PRESTADOS POR CENTROS RECREATIVOS;0,08011;122,70;0,9;7,4;7,6;0,0;0,0;0,0,,,
2016;9;10;3;1;1;1;SERVICIO DE PRE UNIVERSITARIO;0,10966;123,13;0,0;6,4;6,4;0,0;0,0;0,0,,,
2016;9;12;3;1;1;1;SEGURO DE AUTOMÓVIL;0,48124;121,07;2,2;7,0;3,6;0,0;0,0;0,0,,,
2016;9;4;4;1;1;1;ELECTRICIDAD;2,69314;128,43;-0,6;6,3;5,5;0,0;0,2;0,2,,,
2016;9;5;4;1;1;1;VAJILLA;0,12202;105,33;-1,5;-1,6;-1,2;0,0;0,0;0,0,,,
2016;9;9;4;1;1;1;TEXTO ESCOLAR;0,22115;113,37;0,0;4,1;4,1;0,0;0,0;0,0,,,
2016;9;10;4;1;1;1;SERVICIO DE ENSEÑANZA EN CENTROS DE FORMACIÓN TÉCNICA;0,09196;121,00;0,0;7,3;7,3;0,0;0,0;0,0,,,
2016;9;12;4;1;1;1;GASTO FINANCIERO;2,42126;126,46;0,1;14,0;15,3;0,0;0,3;0,4,,,
2016;9;5;5;1;1;1;HERRAMIENTAS ELÉCTRICAS;0,10442;116,45;-0,4;5,9;7,3;0,0;0,0;0,0,,,
2016;9;9;5;1;1;1;PAQUETE TURÍSTICO;0,78711;118,85;-2,0;-1,7;3,4;0,0;0,0;0,0,,,
2016;9;10;5;1;1;1;CURSOS DE CAPACITACIÓN;0,10569;136,74;-1,2;7,6;10,1;0,0;0,0;0,0,,,
2016;9;12;5;1;1;1;SERVICIO DE EMISIÓN DE CERTIFICADO;0,04235;100,00;0,0;0,0;0,0;0,0;0,0;0,0,,,
2016;9;5;6;1;1;1;AROMATIZADOR Y DESINFECTANTE AMBIENTAL;0,0742;118,01;-0,7;3,8;6,8;0,0;0,0;0,0,,,
2016;9;1;1;2;1;1;CARNE DE VACUNO;1,71291;117,90;-1,7;0,0;1,3;0,0;0,0;0,0,,,
2016;9;2;1;2;1;1;VINO;0,64213;106,32;0,9;5,5;8,4;0,0;0,0;0,0,,,
2016;9;3;1;2;1;1;ROPA DE ABRIGO PARA HOMBRE;0,28889;88,44;-2,9;1,5;-2,3;0,0;0,0;0,0,,,
2016;9;5;1;2;1;1;SERVICIO DE REPARACIÓN DE MUEBLES;0,04053;121,09;-0,4;3,5;3,3;0,0;0,0;0,0,,,
2016;9;6;1;2;1;1;PRODUCTOS PARA LA CURACIÓN DE HERIDAS;0,07038;129,61;-5,6;-0,7;-0,6;0,0;0,0;0,0,,,
2016;9;7;1;2;1;1;MOTOCICLETA;0,10059;106,45;0,1;-1,4;-0,7;0,0;0,0;0,0,,,
2016;9;9;1;2;1;1;CÁMARA FOTOGRÁFICA;0,17316;82,98;-0,6;-4,0;-0,4;0,0;0,0;0,0,,,
2016;9;12;1;2;1;1;AFEITADORA Y DEPILADORA ELÉCTRICA;0,03406;107,68;-1,3;1,7;3,1;0,0;0,0;0,0,,,
2016;9;1;2;2;1;1;AGUA EMBOTELLADA;0,10971;116,33;-1,5;0,3;1,0;0,0;0,0;0,0,,,
2016;9;4;2;2;1;1;SERVICIOS PARA LA CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA;0,97474;129,86;0,1;5,9;6,8;0,0;0,1;0,1,,,
2016;9;6;2;2;1;1;CONSULTA Y TRATAMIENTO ODONTOLÓGICO;0,99702;107,43;0,0;4,7;4,7;0,0;0,0;0,0,,,
2016;9;7;2;2;1;1;GASOLINA;3,49526;88,03;1,5;-2,4;-10,1;0,0;-0,1;-0,3,,,
2016;9;9;2;2;1;1;IMPLEMENTOS DEPORTIVOS;0,11613;104,76;0,2;3,3;3,1;0,0;0,0;0,0,,,
2016;9;12;2;2;1;1;CARTERAS Y BOLSOS;0,29367;94,57;2,3;-0,5;1,2;0,0;0,0;0,0,,,
2016;9;4;3;2;1;1;SERVICIO DE RETIRO DE BASURA;0,13524;121,40;1,6;2,4;2,4;0,0;0,0;0,0,,,
2016;9;5;3;2;1;1;ELECTRODOMÉSTICOS PEQUEÑOS DE COCINA;0,07779;113,23;-0,3;0,0;5,1;0,0;0,0;0,0,,,
2016;9;7;3;2;1;1;SERVICIO DE TRANSPORTE AÉREO;0,52102;71,35;-3,9;-40,3;-25,1;0,0;-0,2;-0,1,,,
2016;9;9;3;2;1;1;ENTRADA AL CINE;0,16505;119,39;0,0;2,4;2,8;0,0;0,0;0,0,,,
2016;9;4;4;2;1;1;GAS POR RED;0,6949;94,90;0,0;0,2;2,1;0,0;0,0;0,0,,,
2016;9;9;4;2;1;1;DIARIO;0,07671;108,30;0,0;0,0;0,0;0,0;0,0;0,0,,,
2016;9;5;6;2;1;1;SERVICIO DOMÉSTICO;2,645;117,64;0,6;2,9;4,5;0,0;0,1;0,1,,,
2016;9;1;1;3;1;1;PESCADOS;0,25941;138,88;3,7;17,1;15,1;0,0;0,0;0,0,,,
2016;9;2;1;3;1;1;CERVEZA;0,63816;126,61;0,8;5,2;7,0;0,0;0,0;0,0,,,
2016;9;3;1;3;1;1;ARTÍCULOS PARA REPARACIÓN DE VESTUARIO;0,05232;120,05;0,0;6,2;7,7;0,0;0,0;0,0,,,
2016;9;6;1;3;1;1;LENTES DE CORRECCIÓN;0,50613;122,38;1,4;4,5;4,9;0,0;0,0;0,0,,,
2016;9;7;1;3;1;1;BICICLETA;0,06734;117,70;-1,2;1,1;4,6;0,0;0,0;0,0,,,
2016;9;9;1;3;1;1;COMPUTADOR;0,81448;80,08;-1,9;-6,8;-11,7;0,0;0,0;-0,1,,,
2016;9;6;2;3;1;1;EXAMEN DE  IMAGENOLOGÍA Y RADIOLOGÍA;0,37042;110,44;0,0;3,5;3,7;0,0;0,0;0,0,,,
2016;9;7;2;3;1;1;SERVICIO DE MANTENCIÓN Y REPARACIÓN DEL AUTOMÓVIL;0,82061;117,25;-0,3;2,3;2,5;0,0;0,0;0,0,,,
2016;9;9;2;3;1;1;FLORES;0,0965;119,91;-1,2;5,6;4,8;0,0;0,0;0,0,,,
2016;9;4;3;3;1;1;SERVICIO DE ALARMA PARA LA VIVIENDA;0,10934;127,64;3,5;7,3;12,0;0,0;0,0;0,0,,,
2016;9;5;3;3;1;1;SERVICIO DE REPARACIÓN DE LÍNEA BLANCA Y ELECTRODOMÉSTICOS;0,05318;111,74;0,3;3,1;3,0;0,0;0,0;0,0,,,
2016;9;7;3;3;1;1;SERVICIO DE TRANSPORTE MULTIMODAL;1,29498;108,44;0,0;0,4;0,4;0,0;0,0;0,0,,,
2016;9;9;3;3;1;1;JUEGOS DE AZAR;0,04685;119,52;0,0;0,0;0,0;0,0;0,0;0,0,,,
2016;9;4;4;3;1;1;CARBÓN;0,14527;130,70;0,3;2,2;3,1;0,0;0,0;0,0,,,
2016;9;9;4;3;1;1;CUADERNO;0,17421;112,13;0,5;4,4;7,0;0,0;0,0;0,0,,,
2016;9;1;1;4;1;1;LECHE EN POLVO;0,20152;117,09;0,0;-1,5;-0,9;0,0;0,0;0,0,,,
2016;9;3;1;4;1;1;SERVICIO DE LIMPIEZA DE VESTUARIO;0,0478;125,93;1,0;5,1;6,3;0,0;0,0;0,0,,,
2016;9;9;1;4;1;1;MÚSICA Y PELÍCULA DIGITAL;0,06772;116,66;0,4;11,2;9,8;0,0;0,0;0,0,,,
2016;9;7;2;4;1;1;SERVICIO DE ESTACIONAMIENTO;0,21545;118,93;0,9;3,0;4,0;0,0;0,0;0,0,,,
2016;9;9;2;4;1;1;ALIMENTOS PARA MASCOTAS;0,44273;120,45;-1,0;4,6;7,0;0,0;0,0;0,0,,,
2016;9;1;1;5;1;1;MANTEQUILLA;0,12314;128,02;0,2;1,8;2,0;0,0;0,0;0,0,,,
2016;9;9;2;5;1;1;SERVICIOS VETERINARIOS;0,10615;120,03;0,8;3,1;4,3;0,0;0,0;0,0,,,
2016;9;1;1;6;1;1;MANZANA;0,09812;121,38;5,9;-32,3;13,9;0,0;-0,1;0,0,,,
2016;9;1;1;7;1;1;ACELGA Y ESPINACA;0,04338;126,32;-1,0;-2,4;11,6;0,0;0,0;0,0,,,
2016;9;1;1;8;1;1;AZÚCAR;0,18716;116,17;1,3;7,8;9,7;0,0;0,0;0,0,,,
2016;9;1;1;9;1;1;SAL;0,02917;129,59;0,6;4,7;7,3;0,0;0,0;0,0,,,
2016;9;1;1;1;2;1;HARINA;0,09708;109,19;-2,8;-4,3;0,8;0,0;0,0;0,0,,,
2016;9;5;1;1;2;1;ALFOMBRA Y OTROS REVESTIMIENTOS PARA PISOS;0,07948;79,07;-4,1;-8,6;-2,3;0,0;0,0;0,0,,,
2016;9;7;1;1;2;1;AUTOMÓVIL USADO;0,2291;88,84;-1,1;-2,2;-1,9;0,0;0,0;0,0,,,
2016;9;9;1;1;2;1;EQUIPO DE SONIDO;0,05292;84,94;-3,8;-0,6;-4,4;0,0;0,0;0,0,,,
2016;9;11;1;1;2;1;EMPANADAS PARA LLEVAR;0,11422;127,72;0,5;5,9;6,8;0,0;0,0;0,0,,,
2016;9;1;2;1;2;1;TÉ;0,16294;126,25;-1,9;0,7;4,8;0,0;0,0;0,0,,,
2016;9;3;2;1;2;1;ZAPATILLAS PARA MUJER;0,11821;92,08;-0,3;-2,0;-5,9;0,0;0,0;0,0,,,
2016;9;7;3;1;2;1;SERVICIO DE TRANSPORTE EN BUS INTERURBANO;0,59102;111,14;4,8;-12,6;-0,8;0,0;-0,1;0,0,,,
2016;9;9;3;1;2;1;CLASES DEPORTIVAS;0,11711;119,16;0,0;5,1;5,4;0,0;0,0;0,0,,,
2016;9;9;4;1;2;1;LIBRO;0,23462;101,73;0,0;-0,1;0,1;0,0;0,0;0,0,,,
2016;9;5;5;1;2;1;ACCESORIOS DE ILUMINACIÓN;0,05384;109,95;-2,9;-3,3;-2,2;0,0;0,0;0,0,,,
2016;9;5;6;1;2;1;ARTÍCULOS PARA LIMPIEZA DE PISO;0,04251;118,62;1,3;2,8;8,1;0,0;0,0;0,0,,,
2016;9;1;1;2;2;1;CARNE DE CERDO;0,47526;115,80;1,7;3,8;-2,9;0,0;0,0;0,0,,,
2016;9;3;1;2;2;1;ROPA DE ABRIGO PARA MUJER;0,40449;69,75;-2,2;-4,3;-7,7;0,0;0,0;0,0,,,
2016;9;12;1;2;2;1;PRODUCTOS DE HIGIENE BUCAL;0,16213;130,21;0,9;6,0;10,2;0,0;0,0;0,0,,,
2016;9;1;2;2;2;1;BEBIDA GASEOSA;1,13388;122,68;-1,8;2,9;3,4;0,0;0,0;0,0,,,
2016;9;7;2;2;2;1;LUBRICANTES Y ACEITES PARA EL AUTOMÓVIL;0,02288;111,96;0,1;2,2;3,9;0,0;0,0;0,0,,,
2016;9;9;3;2;2;1;SERVICIO DE REVELADO FOTOGRÁFICO;0,02362;140,83;0,6;9,6;11,5;0,0;0,0;0,0,,,
2016;9;4;4;2;2;1;GAS LICUADO;1,05361;90,08;0,0;-3,4;-0,6;0,0;0,0;0,0,,,
2016;9;1;1;3;2;1;MARISCOS;0,08985;138,01;-1,3;7,0;6,7;0,0;0,0;0,0,,,
2016;9;6;2;3;2;1;SERVICIO DE OTROS PROFESIONALES DE LA SALUD;0,25481;112,27;0,0;5,1;5,4;0,0;0,0;0,0,,,
2016;9;4;3;3;2;1;GASTO COMÚN;0,95161;117,30;-1,4;4,6;3,8;0,0;0,0;0,0,,,
2016;9;9;4;3;2;1;ARTÍCULOS DE ESCRITORIO;0,04327;117,43;-0,4;1,5;4,7;0,0;0,0;0,0,,,
2016;9;1;1;4;2;1;YOGHURT;0,41984;113,79;-0,1;3,5;3,8;0,0;0,0;0,0,,,
2016;9;7;2;4;2;1;SERVICIO DE PEAJE;0,27651;116,21;0,1;3,5;3,4;0,0;0,0;0,0,,,
2016;9;1;1;5;2;1;ACEITE VEGETAL;0,3455;111,55;0,6;7,4;8,9;0,0;0,0;0,0,,,
2016;9;1;1;6;2;1;FRUTOS SECOS;0,09986;114,78;-0,8;2,5;1,9;0,0;0,0;0,0,,,
2016;9;1;1;7;2;1;LEGUMBRES;0,13135;119,21;1,9;14,6;15,2;0,0;0,0;0,0,,,
2016;9;1;1;8;2;1;MERMELADA;0,07548;139,37;0,8;7,4;9,2;0,0;0,0;0,0,,,
2016;9;1;1;9;2;1;SALSAS;0,11455;119,76;0,2;4,7;6,3;0,0;0,0;0,0,,,
2016;9;1;1;1;3;1;PAN;2,09319;111,65;-0,3;2,9;4,9;0,0;0,1;0,1,,,
2016;9;1;2;1;3;1;SABORIZANTE PARA LECHE;0,0448;114,15;0,5;0,5;0,2;0,0;0,0;0,0,,,
2016;9;3;2;1;3;1;ZAPATILLA INFANTIL;0,1449;66,78;-0,8;-7,7;-9,1;0,0;0,0;0,0,,,
2016;9;1;1;2;3;1;CARNE DE PAVO;0,10209;127,19;-2,9;-6,8;-7,9;0,0;0,0;0,0,,,
2016;9;3;1;2;3;1;ROPA DE ABRIGO INFANTIL;0,08405;95,07;-1,5;-1,4;-2,6;0,0;0,0;0,0,,,
2016;9;12;1;2;3;1;CREMAS PARA LA PIEL;0,20305;107,86;-0,1;3,3;5,3;0,0;0,0;0,0,,,
2016;9;1;2;2;3;1;JUGO LÍQUIDO;0,30547;117,34;-0,7;3,1;3,2;0,0;0,0;0,0,,,
2016;9;9;3;2;3;1;SERVICIO DE TELEVISIÓN PAGADA RESIDENCIAL;0,39448;105,84;0,5;2,0;2,6;0,0;0,0;0,0,,,
2016;9;1;1;3;3;1;PESCADOS EN CONSERVA;0,18753;123,57;2,0;2,9;2,9;0,0;0,0;0,0,,,
2016;9;1;1;4;3;1;QUESO;0,74586;108,62;-0,7;0,9;0,3;0,0;0,0;0,0,,,
2016;9;1;1;7;3;1;PAPA;0,43184;125,40;-1,7;-20,1;-18,7;0,0;-0,1;-0,1,,,
2016;9;1;1;8;3;1;CARAMELOS Y GOMA DE MASCAR;0,10911;121,88;0,6;4,5;7,4;0,0;0,0;0,0,,,
2016;9;1;1;9;3;1;SOPAS Y CREMAS;0,09836;111,41;0,9;4,7;4,6;0,0;0,0;0,0,,,
2016;9;1;1;1;4;1;PASTAS;0,28993;119,59;-0,4;1,4;5,8;0,0;0,0;0,0,,,
2016;9;1;1;2;4;1;CECINAS;1,03909;112,85;-1,0;1,3;0,8;0,0;0,0;0,0,,,
2016;9;3;1;2;4;1;ROPA DE ABRIGO PARA LACTANTE;0,02027;105,54;0,3;8,3;7,2;0,0;0,0;0,0,,,
2016;9;1;1;4;4;1;HUEVOS;0,33391;122,27;0,4;2,4;0,3;0,0;0,0;0,0,,,
2016;9;1;1;8;4;1;HELADO;0,23645;122,32;-0,3;6,5;6,3;0,0;0,0;0,0,,,
2016;9;3;1;2;5;1;UNIFORME ESCOLAR;0,1407;118,98;0,0;10,3;10,3;0,0;0,0;0,0,,,
2016;9;2;1;1;1;2;RON;0,12946;120,09;-3,5;-1,5;0,0;0,0;0,0;0,0,,,
2016;9;5;1;1;1;2;COLCHÓN;0,07599;113,63;1,3;2,0;-0,4;0,0;0,0;0,0,,,
2016;9;6;1;1;1;2;MEDICAMENTOS PARA EL APARATO CARDIOVASCULAR;0,19489;136,37;1,4;8,1;8,6;0,0;0,0;0,0,,,
2016;9;10;1;1;1;2;SERVICIO DE EDUCACIÓN DE TRANSICIÓN;0,21168;117,59;0,0;4,1;4,1;0,0;0,0;0,0,,,
2016;9;11;1;1;1;2;ALMUERZO  Y CENAS CONSUMIDO FUERA DEL HOGAR;2,05863;123,45;0,5;4,0;5,4;0,0;0,1;0,1,,,
2016;9;12;1;1;1;2;SERVICIOS  EN CENTROS DE ESTÉTICA;0,09569;114,96;-0,6;2,1;2,4;0,0;0,0;0,0,,,
2016;9;3;2;1;1;2;ZAPATOS PARA HOMBRE;0,18006;74,84;-0,6;1,9;-1,6;0,0;0,0;0,0,,,
2016;9;4;2;1;1;2;PINTURA Y BARNIZ;0,20695;116,21;-0,4;1,9;0,1;0,0;0,0;0,0,,,
2016;9;5;2;1;1;2;TEXTILES PARA BAÑO Y COCINA;0,0553;114,09;0,8;-0,3;1,7;0,0;0,0;0,0,,,
2016;9;6;2;1;1;2;PROCEDIMIENTO E INTERVENCIÓN QUIRÚRGICA  AMBULATORIA;0,26675;115,67;0,0;3,7;3,8;0,0;0,0;0,0,,,
2016;9;7;2;1;1;2;NEUMÁTICOS Y LLANTAS;0,13063;106,57;-1,1;3,5;7,6;0,0;0,0;0,0,,,
2016;9;8;2;1;1;2;SERVICIO DE BANDA ANCHA MÓVIL;0,07845;99,58;0,0;0,0;0,0;0,0;0,0;0,0,,,
2016;9;9;2;1;1;2;CONSOLA DE VIDEOJUEGO;0,08555;90,83;-1,3;-1,4;-5,0;0,0;0,0;0,0,,,
2016;9;12;2;1;1;2;RELOJ  DE PULSERA;0,04785;108,69;-0,9;1,0;1,4;0,0;0,0;0,0,,,
2016;9;5;3;1;1;2;COCINA;0,08625;110,07;-4,9;-2,5;2,6;0,0;0,0;0,0,,,
2016;9;7;3;1;1;2;SERVICIO DE TRANSPORTE EN TAXI;0,23806;116,03;0,1;1,0;2,3;0,0;0,0;0,0,,,
2016;9;9;3;1;1;2;ENTRADA PARA ESPECTÁCULOS DEPORTIVOS;0,03141;112,57;-0,6;-1,8;-3,3;0,0;0,0;0,0,,,
2016;9;5;4;1;1;2;OLLA Y SARTÉN;0,06212;102,68;-0,3;-1,6;0,6;0,0;0,0;0,0,,,
2016;9;10;4;1;1;2;SERVICIO DE ENSEÑANZA EN INSTITUTO PROFESIONAL;0,76304;116,27;0,0;5,7;5,7;0,0;0,0;0,0,,,
2016;9;5;5;1;1;2;HERRAMIENTAS MANUALES;0,08669;125,00;0,2;4,0;8,2;0,0;0,0;0,0,,,
2016;9;12;5;1;1;2;SERVICIO DE FOTOCOPIADO;0,04891;121,48;-0,9;1,7;3,6;0,0;0,0;0,0,,,
