Año;Mes;División;Grupo;Clase;Subclase;Producto;Glosa;Ponderación;Índice;Variación Mensual ( % );Variación Acumulada ( % );Variación 12 Meses ( % );Incidencia Mensual ( % );Incidencia Acumulada ( % );Incidencia 12 Meses ( % ),,,,,,,,,,,
2015;2;1;1;9;2;;SALSAS Y ADEREZOS;0,2847;112,14;0,9;1,2;6,4;0,0;0,0;0,0,,,
2015;2;1;1;1;3;;PAN Y OTROS PRODUCTOS DE PANADERÍA;3,13548;109,23;0,3;0,8;6,7;0,0;0,0;0,2,,,
2015;2;1;2;1;3;;CACAO Y FORTIFICANTE EN POLVO;0,0448;106,26;1,0;1,1;4,7;0,0;0,0;0,0,,,
2015;2;3;2;1;3;;CALZADO INFANTIL;0,28629;78,33;0,5;-3,8;-9,6;0,0;0,0;0,0,,,
2015;2;1;1;2;3;;CARNE DE AVE FRESCA, REFRIGERADA O CONGELADA;1,06242;112,96;0,2;0,0;6,9;0,0;0,0;0,1,,
2015;2;3;1;2;3;;VESTUARIO INFANTIL;0,40423;96,36;4,1;0,9;-2,5;0,0;0,0;0,0,,,
2015;2;12;1;2;3;;PRODUCTOS DE BELLEZA;0,47414;104,08;-0,6;0,0;2,7;0,0;0,0;0,0,,,
2015;2;1;2;2;3;;JUGOS LÍQUIDOS Y EN POLVO;0,43771;114,02;1,2;1,8;13,6;0,0;0,0;0,1,,,
2015;2;9;3;2;3;;SERVICIOS DE TELEVISIÓN;0,39448;101,20;0,0;0,0;0,8;0,0;0,0;0,0,,,
2015;2;1;1;3;3;;PESCADOS Y MARISCOS EN CONSERVA;0,21939;111,02;0,2;1,1;6,1;0,0;0,0;0,0,,,
2015;2;1;1;4;3;;QUESOS;0,74586;110,25;3,3;2,1;3,5;0,0;0,0;0,0,,,
2015;2;1;1;7;3;;TUBÉRCULOS Y PRODUCTOS DERIVADOS;0,57917;108,59;0,3;1,9;0,4;0,0;0,0;0,0,,,
2015;2;1;1;8;3;;CARAMELOS, CHOCOLATES Y OTROS PRODUCTOS DE CONFITERÍA;0,3383;114,74;1,1;2,6;10,5;0,0;0,0;0,0,,
2015;2;1;1;9;3;;SOPAS Y CREMAS, ALIMENTOS PARA BEBÉ Y POSTRES NO LÁCTEOS;0,28008;103,16;2,5;1,8;2,1;0,0;0,0;0,0,,
2015;2;1;1;1;4;;PASTAS;0,28993;108,48;1,2;1,6;9,7;0,0;0,0;0,0,,,
2015;2;1;1;2;4;;CARNE PROCESADA Y FIAMBRERÍA;1,13152;113,15;0,1;0,3;13,3;0,0;0,0;0,1,,,
2015;2;3;1;2;4;;VESTUARIO PARA LACTANTE;0,10669;96,55;6,1;0,0;-1,3;0,0;0,0;0,0,,,
2015;2;1;1;4;4;;HUEVOS;0,33391;110,91;-0,3;-0,8;7,7;0,0;0,0;0,0,,,
2015;2;1;1;8;4;;HELADOS;0,23645;109,25;1,2;0,4;7,2;0,0;0,0;0,0,,,
2015;2;3;1;2;5;;VESTUARIO ESCOLAR;0,17011;108,50;0,0;5,5;3,8;0,0;0,0;0,0,,,
2015;2;1;1;1;1;1;ARROZ;0,20255;112,27;1,6;2,8;12,3;0,0;0,0;0,0,,,
2015;2;2;1;1;1;1;PISCO;0,22614;130,57;0,5;0,1;22,1;0,0;0,0;0,1,,,
2015;2;3;1;1;1;1;TELAS PARA CONFECCIÓN DE VESTUARIO;0,04405;101,16;-0,7;-0,2;1,0;0,0;0,0;0,0,,,
2015;2;4;1;1;1;1;ARRIENDO;4,16621;110,00;0,9;1,4;6,2;0,0;0,1;0,3,,,
2015;2;5;1;1;1;1;CAMA;0,29935;103,24;1,8;4,1;2,6;0,0;0,0;0,0,,,
2015;2;6;1;1;1;1;MEDICAMENTOS ANTIINFECCIOSOS, ANTIVIRALES Y ANTIFUNGICOS;0,12351;106,71;6,6;3,8;12,7;0,0;0,0;0,0,,
2015;2;7;1;1;1;1;AUTOMÓVIL NUEVO;4,05431;110,11;0,9;2,8;5,9;0,0;0,1;0,2,,,
2015;2;8;1;1;1;1;EQUIPO DE TELEFONÍA MÓVIL;0,40978;79,94;1,1;6,2;-4,1;0,0;0,0;0,0,,,
2015;2;9;1;1;1;1;TELEVISOR;0,59118;77,65;-3,2;2,5;-16,3;0,0;0,0;-0,1,,,
2015;2;10;1;1;1;1;SERVICIO DE EDUCACIÓN DE JARDÍN INFANTIL;0,27873;108,2;0,0;0,0;7,7;0,0;0,0;0,0,,,
2015;2;11;1;1;1;1;DESAYUNO CONSUMIDO FUERA DEL HOGAR;0,02877;113,05;0,7;1,5;8,5;0,0;0,0;0,0,,,
2015;2;12;1;1;1;1;SERVICIOS DE PELUQUERÍA;0,31079;108,2;0,3;0,3;4,5;0,0;0,0;0,0,,,
2015;2;1;2;1;1;1;CAFÉ Y SUCEDÁNEOS;0,15833;108,90;2,3;4,4;7,8;0,0;0,0;0,0,,,
2015;2;2;2;1;1;1;CIGARRILLOS;1,51213;130,82;0,5;6,9;22,9;0,0;0,1;0,4,,,
2015;2;3;2;1;1;1;ZAPATILLAS PARA HOMBRE;0,19217;84,81;0,1;-2,7;-8,7;0,0;0,0;0,0,,,
2015;2;4;2;1;1;1;MATERIALES PARA LA REPARACIÓN DE LA VIVIENDA;0,44885;105,44;0,1;0,4;1,4;0,0;0,0;0,0,,,
2015;2;5;2;1;1;1;TEXTILES PARA CAMA;0,17929;96,1;2,9;3,1;-0,2;0,0;0,0;0,0,,,
2015;2;6;2;1;1;1;CONSULTA MÉDICA;0,94911;105,92;0,0;0,5;4,2;0,0;0,0;0,0,,,
2015;2;7;2;1;1;1;REPUESTOS PARA EL FUNCIONAMIENTO ELÉCTRICO DEL AUTOMÓVIL;0,07214;112,37;2,2;1,5;13,0;0,0;0,0;0,0,,,
2015;2;8;2;1;1;1;SERVICIO DE CONEXIÓN INTERNET;0,1487;100,14;0,0;0,0;-1,2;0,0;0,0;0,0,,,
2015;2;9;2;1;1;1;JUGUETES;0,41018;99,36;0,0;0,0;1,5;0,0;0,0;0,0,,,
2015;2;10;2;1;1;1;SERVICIO DE EDUCACIÓN DE LA ENSEÑANZA MEDIA;0,7535;106,85;0,0;0,0;5,9;0,0;0,0;0,0,,,
2015;2;11;2;1;1;1;SERVICIO DE ALOJAMIENTO TURÍSTICO;0,42123;112,60;0,4;2,7;7,5;0,0;0,0;0,0,,,
2015;2;12;2;1;1;1;JOYAS;0,16196;107,34;0,8;1,4;6,1;0,0;0,0;0,0,,,
2015;2;4;3;1;1;1;AGUA POTABLE;1,85621;110,76;0,0;0,1;7,1;0,0;0,0;0,1,,,
2015;2;5;3;1;1;1;CALEFÓN;0,04883;105,74;4,5;3,7;7,4;0,0;0,0;0,0,,,
2015;2;6;3;1;1;1;SERVICIO DE HOSPITALIZACIÓN;0,8264;107,84;0,0;0,6;6,2;0,0;0,0;0,1,,,
2015;2;7;3;1;1;1;SERVICIO DE TRANSPORTE EN TAXI COLECTIVO;0,72155;113,17;0,0;0,8;7,8;0,0;0,0;0,1,,,
2015;2;9;3;1;1;1;SERVICIOS PRESTADOS POR CENTROS RECREATIVOS;0,08011;108,49;-0,1;0,4;2,7;0,0;0,0;0,0,,,
2015;2;10;3;1;1;1;SERVICIO DE PRE UNIVERSITARIO;0,10966;105,18;0,0;0,0;3,0;0,0;0,0;0,0,,,
2015;2;12;3;1;1;1;SEGURO DE AUTOMÓVIL;0,48124;114,31;0,4;2,6;13,8;0,0;0,0;0,1,,,
2015;2;4;4;1;1;1;ELECTRICIDAD;2,69314;116,13;9,7;9,4;15,9;0,3;0,3;0,4,,,
2015;2;5;4;1;1;1;VAJILLA;0,12202;104,97;0,8;1,1;6,2;0,0;0,0;0,0,,,
2015;2;9;4;1;1;1;TEXTO ESCOLAR;0,22115;108,6;4,2;4,2;4,0;0,0;0,0;0,0,,,
2015;2;10;4;1;1;1;SERVICIO DE ENSEÑANZA EN CENTROS DE FORMACIÓN TÉCNICA;0,09196;106,95;0,0;0,0;6,5;0,0;0,0;0,0,,,
2015;2;12;4;1;1;1;GASTO FINANCIERO;2,42126;106,64;-0,4;-0,5;6,4;0,0;0,0;0,2,,,
2015;2;5;5;1;1;1;HERRAMIENTAS ELÉCTRICAS;0,10442;101,68;1,3;3,8;2,1;0,0;0,0;0,0,,,
2015;2;9;5;1;1;1;PAQUETE TURÍSTICO;0,78711;112,96;-8,2;-6,6;8,9;-0,1;-0,1;0,1,,,
2015;2;10;5;1;1;1;CURSOS DE CAPACITACIÓN;0,10569;124,13;1,7;3,4;19,3;0,0;0,0;0,0,,,
2015;2;12;5;1;1;1;SERVICIO DE EMISIÓN DE CERTIFICADO;0,04235;100;0,0;0,0;0,0;0,0;0,0;0,0,,,,
2015;2;5;6;1;1;1;AROMATIZADOR Y DESINFECTANTE AMBIENTAL;0,0742;106,55;1,5;2,4;3,3;0,0;0,0;0,0,,,
2015;2;1;1;2;1;1;CARNE DE VACUNO;1,71291;112,88;0,0;0,3;10,9;0,0;0,0;0,2,,,
2015;2;2;1;2;1;1;VINO;0,64213;102,48;1,5;4,2;1,7;0,0;0,0;0,0,,,
2015;2;3;1;2;1;1;ROPA DE ABRIGO PARA HOMBRE;0,28889;90,7;1,8;0,3;-5,9;0,0;0,0;0,0,,,
2015;2;5;1;2;1;1;SERVICIO DE REPARACIÓN DE MUEBLES;0,04053;115,46;0,7;2,0;10,3;0,0;0,0;0,0,,,
2015;2;6;1;2;1;1;PRODUCTOS PARA LA CURACIÓN DE HERIDAS;0,07038;123,25;4,5;-0,2;19,2;0,0;0,0;0,0,,,
2015;2;7;1;2;1;1;MOTOCICLETA;0,10059;104,77;0,0;1,0;4,4;0,0;0,0;0,0,,,
2015;2;9;1;2;1;1;CÁMARA FOTOGRÁFICA;0,17316;86,44;2,4;3,6;-8,5;0,0;0,0;0,0,,,
2015;2;12;1;2;1;1;AFEITADORA Y DEPILADORA ELÉCTRICA;0,03406;103,50;1,7;7,2;11,6;0,0;0,0;0,0,,,
2015;2;1;2;2;1;1;AGUA EMBOTELLADA;0,10971;112,69;-0,1;0,8;10,5;0,0;0,0;0,0,,,
2015;2;4;2;2;1;1;SERVICIOS PARA LA CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA;0,97474;113,88;0,2;0,9;6,7;0,0;0,0;0,1,,,
2015;2;6;2;2;1;1;CONSULTA Y TRATAMIENTO ODONTOLÓGICO;0,99702;100,92;0,0;2,0;-0,5;0,0;0,0;0,0,,,
2015;2;7;2;2;1;1;GASOLINA;3,49526;85,68;-1,7;-12,2;-18,6;0,0;-0,4;-0,7,,,
2015;2;9;2;2;1;1;IMPLEMENTOS DEPORTIVOS;0,11613;99,3;0,6;1,3;2,0;0,0;0,0;0,0,,,
2015;2;12;2;2;1;1;CARTERAS Y BOLSOS;0,29367;95,4;0,9;1,8;2,4;0,0;0,0;0,0,,,
2015;2;4;3;2;1;1;SERVICIO DE RETIRO DE BASURA;0,13524;107;0,0;0,0;5,2;0,0;0,0;0,0,,,,
2015;2;5;3;2;1;1;ELECTRODOMÉSTICOS PEQUEÑOS DE COCINA;0,07779;105,94;0,7;1,4;6,5;0,0;0,0;0,0,,,
2015;2;7;3;2;1;1;SERVICIO DE TRANSPORTE AÉREO;0,52102;103,00;-9,0;-11,4;0,8;-0,1;-0,1;0,0,,,
2015;2;9;3;2;1;1;ENTRADA AL CINE;0,16505;111,96;0,7;1,2;5,9;0,0;0,0;0,0,,,
2015;2;4;4;2;1;1;GAS POR RED;0,6949;90,60;-1,4;-1,4;-13,5;0,0;0,0;-0,1,,,
2015;2;9;4;2;1;1;DIARIO;0,07671;105,18;0,0;0,0;5,2;0,0;0,0;0,0,,,
2015;2;5;6;2;1;1;SERVICIO DOMÉSTICO;2,645;109,06;0,6;1,0;5,6;0,0;0,0;0,2,,,
2015;2;1;1;3;1;1;PESCADOS;0,25941;113,20;-3,4;-2,6;9,5;0,0;0,0;0,0,,,
2015;2;2;1;3;1;1;CERVEZA;0,63816;112,64;0,1;1,8;12,4;0,0;0,0;0,1,,,
2015;2;3;1;3;1;1;ARTÍCULOS PARA REPARACIÓN DE VESTUARIO;0,05232;106,96;1,1;1,6;4,3;0,0;0,0;0,0,,,
2015;2;6;1;3;1;1;LENTES DE CORRECCIÓN;0,50613;107,67;1,9;3,6;6,3;0,0;0,0;0,0,,,
2015;2;7;1;3;1;1;BICICLETA;0,06734;110,65;2,3;1,8;8,4;0,0;0,0;0,0,,,
2015;2;9;1;3;1;1;COMPUTADOR;0,81448;93,97;-2,1;-1,9;-7,5;0,0;0,0;-0,1,,,
2015;2;6;2;3;1;1;EXAMEN DE  IMAGENOLOGÍA Y RADIOLOGÍA;0,37042;103,25;0,0;0,2;2,3;0,0;0,0;0,0,,,
2015;2;7;2;3;1;1;SERVICIO DE MANTENCIÓN Y REPARACIÓN DEL AUTOMÓVIL;0,82061;109,20;0,4;1,3;7,1;0,0;0,0;0,1,,,
2015;2;9;2;3;1;1;FLORES;0,0965;105,15;1,6;1,8;4,0;0,0;0,0;0,0,,,
2015;2;4;3;3;1;1;SERVICIO DE ALARMA PARA LA VIVIENDA;0,10934;108,7;-0,3;-0,2;6,0;0,0;0,0;0,0,,,
2015;2;5;3;3;1;1;SERVICIO DE REPARACIÓN DE LÍNEA BLANCA Y ELECTRODOMÉSTICOS;0,05318;104,90;0,2;0,3;2,8;0,0;0,0;0,0,,,
2015;2;7;3;3;1;1;SERVICIO DE TRANSPORTE MULTIMODAL;1,29498;108,01;0,0;3,1;6,4;0,0;0,0;0,1,,,
2015;2;9;3;3;1;1;JUEGOS DE AZAR;0,04685;120;0,0;0,0;19,5;0,0;0,0;0,0,,,,
2015;2;4;4;3;1;1;CARBÓN;0,14527;120,13;0,9;1,7;14,3;0,0;0,0;0,0,,,
2015;2;9;4;3;1;1;CUADERNO;0,17421;103,17;-0,9;-0,9;6,0;0,0;0,0;0,0,,,
2015;2;1;1;4;1;1;LECHE EN POLVO;0,20152;113,86;-0,2;1,1;10,3;0,0;0,0;0,0,,,
2015;2;3;1;4;1;1;SERVICIO DE LIMPIEZA DE VESTUARIO;0,0478;113,5;1,1;1,8;8,3;0,0;0,0;0,0,,,
2015;2;9;1;4;1;1;MÚSICA Y PELÍCULA DIGITAL;0,06772;106,81;-1,7;-0,4;5,3;0,0;0,0;0,0,,,
2015;2;7;2;4;1;1;SERVICIO DE ESTACIONAMIENTO;0,21545;110,76;0,2;1,2;5,2;0,0;0,0;0,0,,,
2015;2;9;2;4;1;1;ALIMENTOS PARA MASCOTAS;0,44273;106,45;2,0;2,3;4,6;0,0;0,0;0,0,,,
2015;2;1;1;5;1;1;MANTEQUILLA;0,12314;118,56;1,5;1,1;10,8;0,0;0,0;0,0,,,
2015;2;9;2;5;1;1;SERVICIOS VETERINARIOS;0,10615;110,31;0,9;2,1;6,4;0,0;0,0;0,0,,,
2015;2;1;1;6;1;1;MANZANA;0,09812;137,19;-13,3;-1,1;5,3;0,0;0,0;0,0,,,
2015;2;1;1;7;1;1;ACELGA Y ESPINACA;0,04338;118,90;7,2;2,7;8,8;0,0;0,0;0,0,,,
2015;2;1;1;8;1;1;AZÚCAR;0,18716;104,3;-0,6;-0,1;4,0;0,0;0,0;0,0,,,
2015;2;1;1;9;1;1;SAL;0,02917;117,63;1,2;2,2;14,5;0,0;0,0;0,0,,,
2015;2;1;1;1;2;1;HARINA;0,09708;108,36;0,5;0,7;6,6;0,0;0,0;0,0,,,
2015;2;5;1;1;2;1;ALFOMBRA Y OTROS REVESTIMIENTOS PARA PISOS;0,07948;85,99;-1,1;-0,8;-11,8;0,0;0,0;0,0,,,
2015;2;7;1;1;2;1;AUTOMÓVIL USADO;0,2291;89,84;0,8;0,6;-4,8;0,0;0,0;0,0,,,
2015;2;9;1;1;2;1;EQUIPO DE SONIDO;0,05292;94,7;0,6;3,1;-4,5;0,0;0,0;0,0,,,
2015;2;11;1;1;2;1;EMPANADAS PARA LLEVAR;0,11422;114,88;2,0;0,2;7,6;0,0;0,0;0,0,,,
2015;2;1;2;1;2;1;TÉ;0,16294;117,21;0,1;0,4;16,9;0,0;0,0;0,0,,,
2015;2;3;2;1;2;1;ZAPATILLAS PARA MUJER;0,11821;97,28;2,6;1,4;-2,2;0,0;0,0;0,0,,,
2015;2;7;3;1;2;1;SERVICIO DE TRANSPORTE EN BUS INTERURBANO;0,59102;138,22;5,2;9,7;9,9;0,0;0,1;0,1,,,
2015;2;9;3;1;2;1;CLASES DEPORTIVAS;0,11711;109,97;0,1;1,4;3,5;0,0;0,0;0,0,,,
2015;2;9;4;1;2;1;LIBRO;0,23462;101,51;0,0;-0,3;1,0;0,0;0,0;0,0,,,
2015;2;5;5;1;2;1;ACCESORIOS DE ILUMINACIÓN;0,05384;109,17;1,1;2,1;8,8;0,0;0,0;0,0,,,
2015;2;5;6;1;2;1;ARTÍCULOS PARA LIMPIEZA DE PISO;0,04251;105,05;-1,6;0,4;2,2;0,0;0,0;0,0,,,
2015;2;1;1;2;2;1;CARNE DE CERDO;0,47526;115,69;-2,2;-4,5;9,1;0,0;0,0;0,0,,,
2015;2;3;1;2;2;1;ROPA DE ABRIGO PARA MUJER;0,40449;80,33;0,6;-2,8;-14,2;0,0;0,0;-0,1,,,
2015;2;12;1;2;2;1;PRODUCTOS DE HIGIENE BUCAL;0,16213;114,16;0,3;-0,2;9,2;0,0;0,0;0,0,,,
2015;2;1;2;2;2;1;BEBIDA GASEOSA;1,13388;116,46;0,8;0,9;16,2;0,0;0,0;0,2,,,
2015;2;7;2;2;2;1;LUBRICANTES Y ACEITES PARA EL AUTOMÓVIL;0,02288;107,04;0,9;1,7;6,4;0,0;0,0;0,0,,,
2015;2;9;3;2;2;1;SERVICIO DE REVELADO FOTOGRÁFICO;0,02362;114,47;4,4;3,1;9,0;0,0;0,0;0,0,,,
2015;2;4;4;2;2;1;GAS LICUADO;1,05361;89,39;1,7;-4,1;-20,2;0,0;0,0;-0,2,,,
2015;2;1;1;3;2;1;MARISCOS;0,08985;126,04;-1,5;1,4;10,2;0,0;0,0;0,0,,,
2015;2;6;2;3;2;1;SERVICIO DE OTROS PROFESIONALES DE LA SALUD;0,25481;103,10;0,0;0,1;1,1;0,0;0,0;0,0,,,
2015;2;4;3;3;2;1;GASTO COMÚN;0,95161;111,50;1,8;3,6;3,0;0,0;0,0;0,0,,,
2015;2;9;4;3;2;1;ARTÍCULOS DE ESCRITORIO;0,04327;107,64;-0,3;0,5;8,4;0,0;0,0;0,0,,,
2015;2;1;1;4;2;1;YOGHURT;0,41984;107,0;1,4;1,1;4,6;0,0;0,0;0,0,,,
2015;2;7;2;4;2;1;SERVICIO DE PEAJE;0,27651;112,25;0,0;6,8;7,5;0,0;0,0;0,0,,,
2015;2;1;1;5;2;1;ACEITE VEGETAL;0,3455;102,66;1,4;1,8;-0,2;0,0;0,0;0,0,,,
2015;2;1;1;6;2;1;FRUTOS SECOS;0,09986;102,1;0,3;-0,5;-1,2;0,0;0,0;0,0,,,
2015;2;1;1;7;2;1;LEGUMBRES;0,13135;105,78;0,6;2,6;-0,1;0,0;0,0;0,0,,,
2015;2;1;1;8;2;1;MERMELADA;0,07548;119,6;2,3;3,8;16,2;0,0;0,0;0,0,,,
2015;2;1;1;9;2;1;SALSAS;0,11455;107,76;-0,1;-0,1;2,3;0,0;0,0;0,0,,,
2015;2;1;1;1;3;1;PAN;2,09319;107,06;0,2;0,4;5,1;0,0;0,0;0,1,,,
2015;2;1;2;1;3;1;SABORIZANTE PARA LECHE;0,0448;106,26;1,0;1,1;4,7;0,0;0,0;0,0,,,
2015;2;3;2;1;3;1;ZAPATILLA INFANTIL;0,1449;75,69;-0,1;-5,2;-12,3;0,0;0,0;0,0,,,
2015;2;1;1;2;3;1;CARNE DE PAVO;0,10209;119,0;-2,1;-5,7;22,3;0,0;0,0;0,0,,,
2015;2;3;1;2;3;1;ROPA DE ABRIGO INFANTIL;0,08405;93,19;2,3;2,9;-4,1;0,0;0,0;0,0,,,
2015;2;12;1;2;3;1;CREMAS PARA LA PIEL;0,20305;102,52;-3,1;-1,0;1,4;0,0;0,0;0,0,,,
2015;2;1;2;2;3;1;JUGO LÍQUIDO;0,30547;111,73;1,8;2,5;9,2;0,0;0,0;0,0,,,
2015;2;9;3;2;3;1;SERVICIO DE TELEVISIÓN PAGADA RESIDENCIAL;0,39448;101,20;0,0;0,0;0,8;0,0;0,0;0,0,,,
2015;2;1;1;3;3;1;PESCADOS EN CONSERVA;0,18753;110,86;0,2;1,4;6,0;0,0;0,0;0,0,,,
2015;2;1;1;4;3;1;QUESO;0,74586;110,25;3,3;2,1;3,5;0,0;0,0;0,0,,,
2015;2;1;1;7;3;1;PAPA;0,43184;108,08;-0,9;1,2;-0,8;0,0;0,0;0,0,,,
2015;2;1;1;8;3;1;CARAMELOS Y GOMA DE MASCAR;0,10911;109,92;1,1;2,9;6,2;0,0;0,0;0,0,,,
2015;2;1;1;9;3;1;SOPAS Y CREMAS;0,09836;101,23;1,3;1,0;0,9;0,0;0,0;0,0,,,
2015;2;1;1;1;4;1;PASTAS;0,28993;108,48;1,2;1,6;9,7;0,0;0,0;0,0,,,
2015;2;1;1;2;4;1;CECINAS;1,03909;114,17;-0,2;0,1;14,4;0,0;0,0;0,1,,,
2015;2;3;1;2;4;1;ROPA DE ABRIGO PARA LACTANTE;0,02027;98;6,6;3,2;-2,0;0,0;0,0;0,0,,,,
2015;2;1;1;4;4;1;HUEVOS;0,33391;110,91;-0,3;-0,8;7,7;0,0;0,0;0,0,,,
2015;2;1;1;8;4;1;HELADO;0,23645;109,25;1,2;0,4;7,2;0,0;0,0;0,0,,,
2015;2;3;1;2;5;1;UNIFORME ESCOLAR;0,1407;109,07;0,2;6,6;4,5;0,0;0,0;0,0,,,
2015;2;2;1;1;1;2;RON;0,12946;112,38;0,2;1,2;9,7;0,0;0,0;0,0,,,
2015;2;5;1;1;1;2;COLCHÓN;0,07599;111,67;5,7;10,0;13,1;0,0;0,0;0,0,,,
2015;2;6;1;1;1;2;MEDICAMENTOS PARA EL APARATO CARDIOVASCULAR;0,19489;121,89;0,3;3,0;14,8;0,0;0,0;0,0,,,
2015;2;10;1;1;1;2;SERVICIO DE EDUCACIÓN DE TRANSICIÓN;0,21168;106,50;0,0;0,0;5,4;0,0;0,0;0,0,,,
2015;2;11;1;1;1;2;ALMUERZO  Y CENAS CONSUMIDO FUERA DEL HOGAR;2,05863;112,43;0,5;0,9;7,3;0,0;0,0;0,2,,,
2015;2;12;1;1;1;2;SERVICIOS  EN CENTROS DE ESTÉTICA;0,09569;108,5;0,1;0,6;5,2;0,0;0,0;0,0,,,
2015;2;3;2;1;1;2;ZAPATOS PARA HOMBRE;0,18006;81,53;0,6;-0,1;-5,7;0,0;0,0;0,0,,,
2015;2;4;2;1;1;2;PINTURA Y BARNIZ;0,20695;113,44;2,0;2,3;8,4;0,0;0,0;0,0,,,
2015;2;5;2;1;1;2;TEXTILES PARA BAÑO Y COCINA;0,0553;107,85;2,8;2,7;9,8;0,0;0,0;0,0,,,
2015;2;6;2;1;1;2;PROCEDIMIENTO E INTERVENCIÓN QUIRÚRGICA  AMBULATORIA;0,26675;108,58;0,0;0,7;6,7;0,0;0,0;0,0,,,
2015;2;7;2;1;1;2;NEUMÁTICOS Y LLANTAS;0,13063;97,48;0,6;1,4;3,7;0,0;0,0;0,0,,,
2015;2;8;2;1;1;2;SERVICIO DE BANDA ANCHA MÓVIL;0,07845;99,57;0,0;0,0;0,0;0,0;0,0;0,0,,,
2015;2;9;2;1;1;2;CONSOLA DE VIDEOJUEGO;0,08555;98,49;0,5;2,5;3,2;0,0;0,0;0,0,,,
2015;2;12;2;1;1;2;RELOJ  DE PULSERA;0,04785;104,34;0,0;0,5;4,5;0,0;0,0;0,0,,,
2015;2;5;3;1;1;2;COCINA;0,08625;104,53;2,0;2,3;8,6;0,0;0,0;0,0,,,
2015;2;7;3;1;1;2;SERVICIO DE TRANSPORTE EN TAXI;0,23806;108,7;-2,4;-2,2;4,8;0,0;0,0;0,0,,,
2015;2;9;3;1;1;2;ENTRADA PARA ESPECTÁCULOS DEPORTIVOS;0,03141;115,90;3,7;7,5;12,6;0,0;0,0;0,0,,,
2015;2;5;4;1;1;2;OLLA Y SARTÉN;0,06212;99,10;0,6;1,3;0,9;0,0;0,0;0,0,,,
2015;2;10;4;1;1;2;SERVICIO DE ENSEÑANZA EN INSTITUTO PROFESIONAL;0,76304;104,58;0,0;0,0;3,4;0,0;0,0;0,0,,,
2015;2;5;5;1;1;2;HERRAMIENTAS MANUALES;0,08669;108,10;1,4;2,0;7,1;0,0;0,0;0,0,,,
2015;2;12;5;1;1;2;SERVICIO DE FOTOCOPIADO;0,04891;109,60;0,7;2,2;7,5;0,0;0,0;0,0,,,
2015;2;5;6;1;1;2;DETERGENTE Y SUAVIZANTE PARA ROPA;0,50908;110,77;-2,0;-1,6;10,6;0,0;0,0;0,1,,,
2015;2;2;1;2;1;2;VINO ESPUMOSO;0,0483;106,17;2,0;2,6;8,8;0,0;0,0;0,0,,,
2015;2;3;1;2;1;2;PANTALON LARGO Y CORTO PARA HOMBRE;0,2354;93,12;0,8;-5,7;-5,2;0,0;0,0;0,0,,,
2015;2;6;1;2;1;2;PRESERVATIVOS;0,02387;108,47;-0,4;0,6;6,9;0,0;0,0;0,0,,,
2015;2;12;1;2;1;2;MÁQUINA DE AFEITAR DESECHABLE;0,06907;105,37;5,3;0,6;2,2;0,0;0,0;0,0,,,
2015;2;7;2;2;1;2;PETRÓLEO DIÉSEL;0,33069;79,59;-4,0;-18,6;-26,5;0,0;-0,1;-0,1,,,
2015;2;9;2;2;1;2;ARTÍCULOS DE CAMPING;0,04637;97,32;-8,3;-5,6;3,4;0,0;0,0;0,0,,,
2015;2;12;2;2;1;2;COCHE PARA BEBÉ;0,05334;102,25;2,8;2,9;4,2;0,0;0,0;0,0,,,
2015;2;5;3;2;1;2;PLANCHA;0,03235;104,18;1,8;2,9;5,4;0,0;0,0;0,0,,,
2015;2;9;3;2;1;2;ENTRADA A ESPECTÁCULOS;0,2289;95,1;0,0;-3,7;16,2;0,0;0,0;0,0,,,
2015;2;3;1;3;1;2;ACCESORIOS DE VESTIR;0,10338;94,11;-0,1;-0,1;-3,5;0,0;0,0;0,0,,,
2015;2;6;1;3;1;2;ARTÍCULOS PARA MEDIR PARÁMETROS DE SALUD;0,05727;103,96;0,0;0,5;2,2;0,0;0,0;0,0,,,
2015;2;9;1;3;1;2;IMPRESORA;0,05974;97,98;-0,6;-1,0;3,3;0,0;0,0;0,0,,,
2015;2;6;2;3;1;2;EXAMEN DE LABORATORIO CLÍNICO;0,24539;103,21;0,0;0,5;2,6;0,0;0,0;0,0,,,
2015;2;7;2;3;1;2;SERVICIO DE LAVADO DEL AUTOMÓVIL;0,03122;115,37;1,7;2,0;10,7;0,0;0,0;0,0,,,
2015;2;9;2;3;1;2;PLANTAS;0,03693;115,08;1,5;1,0;12,5;0,0;0,0;0,0,,,
2015;2;4;4;3;1;2;PARAFINA;0,03447;100,55;-6,0;-9,1;-13,0;0,0;0,0;0,0,,,
2015;2;9;4;3;1;2;MATERIALES PARA ARTES MANUALES;0,10495;110,29;-0,3;-0,1;11,0;0,0;0,0;0,0,,,
2015;2;1;1;4;1;2;LECHE LÍQUIDA;0,48949;108,54;1,1;0,0;4,9;0,0;0,0;0,0,,,
2015;2;3;1;4;1;2;SERVICIO DE REPARACIÓN DE VESTUARIO;0,02856;106,94;0,1;0,7;1,9;0,0;0,0;0,0,,,
2015;2;9;1;4;1;2;UNIDAD DE ALMACENAMIENTO DIGITAL;0,05451;92,22;-0,9;-1,1;-4,1;0,0;0,0;0,0,,,
