id,name,brand_id,brand_name,instance_model_id,creation_date,last_updated,keywords,url,category,slug,picture_url,specs.id,specs.unicode,specs.freezing_compartment_temperature,specs.freezer_capacity,specs.has_ice_dispenser,specs.door_style_id,specs.door_style_unicode,specs.door_style_name,specs.brand_id,specs.brand_unicode,specs.brand_name,specs.energy_efficiency_id,specs.energy_efficiency_unicode,specs.energy_efficiency_name,specs.energy_efficiency_value,specs.frosting_id,specs.frosting_unicode,specs.frosting_name,specs.r_format_id,specs.r_format_unicode,specs.r_format_name,specs.refrigerator_capacity,specs.name,specs.picture,specs.consumption,specs.weight,specs.height,specs.width,specs.energy_efficiency_star_count_id,specs.energy_efficiency_star_count_unicode,specs.energy_efficiency_star_count_value,specs.energy_efficiency_star_count_name,specs.bundle_id,specs.bundle_unicode,specs.bundle_name,specs.has_water_dispenser,specs.depth,specs.pretty_refrigerator_capacity,specs.pretty_freezer_capacity,specs.pretty_dimensions,specs.pretty_weight,specs.total_capacity,specs.pretty_total_capacity,specs.lg_cl_total_capacity_segment,specs.pretty_consumption,specs.sorting_consumption,catIPC
13849,Nex CR-52,659,Nex,350296,2013-12-08T00:00:00+00:00,2020-10-17T11:12:15.140026+00:00,Nex CR-52 -6.0 50.0 False Normal Normal Nex Nex A+ A+ 1 Frío Directo Frío Directo Frigobar Frigobar 0.0 CR-52 9.0 17 492 472 Desconocido 0 Desconocido Sin bundle Sin bundle False 450,https://publicapi.solotodo.com/products/13849/,https://publicapi.solotodo.com/categories/15/,nex-cr-52,https://media.solotodo.com/media/products/CR-52.jpg,350296,Nex CR-52,-6.0,50.0,False,706150,Normal,Normal,325429,Nex,Nex,325570,A+,A+,1,325547,Frío Directo,Frío Directo,325522,Frigobar,Frigobar,0.0,CR-52,products/CR-52.jpg,9.0,17,492,472,640520,Desconocido,0,Desconocido,836764.0,Sin bundle,Sin bundle,False,450,,50.0 L,472 x 492 x 450 mm,17 kg,50.0,50.0 L.,299 L. o menos,9.0 kWh/mes,9.0,refrigeradores
90872,Midea MDRD86FGF02,936,Midea,1263924,2020-11-06T14:37:01.566559+00:00,2021-10-04T18:51:00.827643+00:00,Midea MDRD86FGF02 MDRD86FGF02 492 45.0 0.0 0.0 14 False Frío Directo Frío Directo 8.72 Normal Normal 450 A+ 1 A+ 472 Desconocido 0 Desconocido Sin bundle Sin bundle False Midea Midea Frigobar Frigobar,https://publicapi.solotodo.com/products/90872/,https://publicapi.solotodo.com/categories/15/,midea-mdrd86fgf02,https://media.solotodo.com/media/products/1263924_picture_1604673500.jpg,1263924,Midea MDRD86FGF02,0.0,0.0,False,706150,Normal,Normal,325417,Midea,Midea,325570,A+,A+,1,325547,Frío Directo,Frío Directo,325522,Frigobar,Frigobar,45.0,MDRD86FGF02,products/1263924_picture_1604673500.jpg,8.72,14,492,472,640520,Desconocido,0,Desconocido,836764.0,Sin bundle,Sin bundle,False,450,45.0 L,,472 x 492 x 450 mm,14 kg,45.0,45.0 L.,299 L. o menos,8.72 kWh/mes,8.72,refrigeradores
11926,Mademsa Celsius MR 50,864,Mademsa,347963,2013-10-15T00:00:00+00:00,2020-10-17T11:10:11.923019+00:00,Mademsa Celsius MR 50 0.0 0.0 False Normal Normal Mademsa Mademsa A+ A+ 1 Frío Directo Frío Directo Frigobar Frigobar 43.0 Celsius MR 50 11.5 21 492 472 Desconocido 0 Desconocido Sin bundle Sin bundle False 450,https://publicapi.solotodo.com/products/11926/,https://publicapi.solotodo.com/categories/15/,mademsa-celsius-mr-50,https://media.solotodo.com/media/products/3275343_1.jpg,347963,Mademsa Celsius MR 50,0.0,0.0,False,706150,Normal,Normal,325402,Mademsa,Mademsa,325570,A+,A+,1,325547,Frío Directo,Frío Directo,325522,Frigobar,Frigobar,43.0,Celsius MR 50,products/3275343_1.jpg,11.5,21,492,472,640520,Desconocido,0,Desconocido,836764.0,Sin bundle,Sin bundle,False,450,43.0 L,,472 x 492 x 450 mm,21 kg,43.0,43.0 L.,299 L. o menos,11.5 kWh/mes,11.5,refrigeradores
122206,Sindelen FB-55BL,717,Sindelen,1471445,2021-10-07T13:00:10.649757+00:00,2021-10-07T13:00:55.322699+00:00,Sindelen FB-55BL FB-55BL 503 46.0 0.0 0.0 15 False Frío Directo Frío Directo 8.86 Normal Normal 456 A+ 1 A+ 453 Desconocido 0 Desconocido Sin bundle Sin bundle False Sindelen Sindelen Frigobar Frigobar,https://publicapi.solotodo.com/products/122206/,https://publicapi.solotodo.com/categories/15/,sindelen-fb-55bl,https://media.solotodo.com/media/products/1471445_picture_1633611653.jfif,1471445,Sindelen FB-55BL,0.0,0.0,False,706150,Normal,Normal,325453,Sindelen,Sindelen,325570,A+,A+,1,325547,Frío Directo,Frío Directo,325522,Frigobar,Frigobar,46.0,FB-55BL,products/1471445_picture_1633611653.jfif,8.86,15,503,453,640520,Desconocido,0,Desconocido,836764.0,Sin bundle,Sin bundle,False,456,46.0 L,,453 x 503 x 456 mm,15 kg,46.0,46.0 L.,299 L. o menos,8.86 kWh/mes,8.86,refrigeradores
126786,Mabe RMF02LRX0 (Silver),826,Mabe,1505862,2021-12-07T14:13:36.014864+00:00,2021-12-07T14:13:58.813662+00:00,Mabe RMF02LRX0 (Silver) Sin bundle Sin bundle 447 Desconocido Desconocido 0 False 15 45.0 474 496 6.1 Normal Normal RMF02LRX0 (Silver) 0.0 0.0 False Mabe Mabe Frigobar Frigobar Frío Directo Frío Directo A++ 0 A++,https://publicapi.solotodo.com/products/126786/,https://publicapi.solotodo.com/categories/15/,mabe-rmf02lrx0-silver,https://media.solotodo.com/media/products/1505862_picture_1638886437.jpg,1505862,Mabe RMF02LRX0 (Silver),0.0,0.0,False,706150,Normal,Normal,325394,Mabe,Mabe,325558,A++,A++,0,325547,Frío Directo,Frío Directo,325522,Frigobar,Frigobar,45.0,RMF02LRX0 (Silver),products/1505862_picture_1638886437.jpg,6.1,15,496,474,640520,Desconocido,0,Desconocido,836764.0,Sin bundle,Sin bundle,False,447,45.0 L,,474 x 496 x 447 mm,15 kg,45.0,45.0 L.,299 L. o menos,6.1 kWh/mes,6.1,refrigeradores
23584,Nex CHF1100,659,Nex,350265,2016-01-31T00:00:00+00:00,2020-10-17T11:25:47.513944+00:00,Nex CHF1100 0.0 100.0 False Normal Normal Nex Nex B B 3 Frío Directo Frío Directo Freezer Freezer 0.0 CHF1100 0.0 0 860 558 Desconocido 0 Desconocido Sin bundle Sin bundle False 558,https://publicapi.solotodo.com/products/23584/,https://publicapi.solotodo.com/categories/15/,nex-chf1100,https://media.solotodo.com/media/products/CHF1100.jpg,350265,Nex CHF1100,0.0,100.0,False,706150,Normal,Normal,325429,Nex,Nex,325587,B,B,3,325547,Frío Directo,Frío Directo,325512,Freezer,Freezer,0.0,CHF1100,products/CHF1100.jpg,0.0,0,860,558,640520,Desconocido,0,Desconocido,836764.0,Sin bundle,Sin bundle,False,558,,100.0 L,558 x 860 x 558 mm,,100.0,100.0 L.,299 L. o menos,,100000000000000.0,refrigeradores
21869,Mademsa MMB 71B (1P 66 MB FD),864,Mademsa,348482,2015-10-09T00:00:00+00:00,2020-10-17T11:23:13.167031+00:00,Mademsa MMB 71B (1P 66 MB FD) 0.0 0.0 False Normal Normal Mademsa Mademsa A+ A+ 1 Frío Directo Frío Directo Frigobar Frigobar 66.0 MMB 71B (1P 66 MB FD) 9.0 17 630 445 Desconocido 0 Desconocido Sin bundle Sin bundle False 510,https://publicapi.solotodo.com/products/21869/,https://publicapi.solotodo.com/categories/15/,mademsa-mmb-71b-1p-66-mb-fd,https://media.solotodo.com/media/products/MMB-71.jpg,348482,Mademsa MMB 71B (1P 66 MB FD),0.0,0.0,False,706150,Normal,Normal,325402,Mademsa,Mademsa,325570,A+,A+,1,325547,Frío Directo,Frío Directo,325522,Frigobar,Frigobar,66.0,MMB 71B (1P 66 MB FD),products/MMB-71.jpg,9.0,17,630,445,640520,Desconocido,0,Desconocido,836764.0,Sin bundle,Sin bundle,False,510,66.0 L,,445 x 630 x 510 mm,17 kg,66.0,66.0 L.,299 L. o menos,9.0 kWh/mes,9.0,refrigeradores
14053,Libero LFH-100,1094,Libero,345263,2013-12-21T00:00:00+00:00,2020-10-17T11:12:34.517207+00:00,Libero LFH-100 -18.0 100.0 False Normal Normal Libero Libero A+ A+ 1 Frío Directo Frío Directo Freezer Freezer 0.0 LFH-100 13.2 31 845 568 3 3 3 Sin bundle Sin bundle False 560,https://publicapi.solotodo.com/products/14053/,https://publicapi.solotodo.com/categories/15/,libero-lfh-100,https://media.solotodo.com/media/products/LFH-100_.jpg,345263,Libero LFH-100,-18.0,100.0,False,706150,Normal,Normal,325391,Libero,Libero,325570,A+,A+,1,325547,Frío Directo,Frío Directo,325512,Freezer,Freezer,0.0,LFH-100,products/LFH-100_.jpg,13.2,31,845,568,640532,3,3,3,836764.0,Sin bundle,Sin bundle,False,560,,100.0 L,568 x 845 x 560 mm,31 kg,100.0,100.0 L.,299 L. o menos,13.2 kWh/mes,13.2,refrigeradores
90000,Midea MFB-930S121LN,936,Midea,1258353,2020-10-27T22:13:07.849182+00:00,2021-03-21T16:44:35.746699+00:00,Midea MFB-930S121LN 472 9.0 False Midea Midea Frigobar Frigobar Frío Directo Frío Directo A+ A+ 1 Desconocido Desconocido 0 93.0 21 Sin bundle Sin bundle False 450 0.0 Normal Normal MFB-930S121LN 9.0 860,https://publicapi.solotodo.com/products/90000/,https://publicapi.solotodo.com/categories/15/,midea-mfb-930s121ln,https://media.solotodo.com/media/products/1258353_picture_1616345074.jpg,1258353,Midea MFB-930S121LN,0.0,9.0,False,706150,Normal,Normal,325417,Midea,Midea,325570,A+,A+,1,325547,Frío Directo,Frío Directo,325522,Frigobar,Frigobar,93.0,MFB-930S121LN,products/1258353_picture_1616345074.jpg,9.0,21,860,472,640520,Desconocido,0,Desconocido,836764.0,Sin bundle,Sin bundle,False,450,93.0 L,9.0 L,472 x 860 x 450 mm,21 kg,102.0,102.0 L.,299 L. o menos,9.0 kWh/mes,9.0,refrigeradores
86945,Mademsa MFH-1000B131CN,864,Mademsa,1236619,2020-09-28T13:15:53.852611+00:00,2020-10-17T12:45:06.971036+00:00,Mademsa MFH-1000B131CN -18.0 99.0 False Normal Normal Mademsa Mademsa A+ A+ 1 Frío Directo Frío Directo Freezer Freezer 0.0 MFH-1000B131CN 14.17 0 845 540 3 3 3 Sin bundle Sin bundle False 500,https://publicapi.solotodo.com/products/86945/,https://publicapi.solotodo.com/categories/15/,mademsa-mfh-1000b131cn,https://media.solotodo.com/media/products/1236619_picture_1601299051.jpg,1236619,Mademsa MFH-1000B131CN,-18.0,99.0,False,706150,Normal,Normal,325402,Mademsa,Mademsa,325570,A+,A+,1,325547,Frío Directo,Frío Directo,325512,Freezer,Freezer,0.0,MFH-1000B131CN,products/1236619_picture_1601299051.jpg,14.17,0,845,540,640532,3,3,3,836764.0,Sin bundle,Sin bundle,False,500,,99.0 L,540 x 845 x 500 mm,,99.0,99.0 L.,299 L. o menos,14.17 kWh/mes,14.17,refrigeradores
85767,Hisense FC-12DD,135,Hisense,1223821,2020-08-29T12:45:34.508612+00:00,2020-10-17T12:43:05.111113+00:00,Hisense FC-12DD -18.0 95.0 False Normal Normal Hisense Hisense A+ A+ 1 Frío Directo Frío Directo Freezer Freezer 0.0 FC-12DD 13.5 0 854 545 3 3 3 Sin bundle Sin bundle False 477,https://publicapi.solotodo.com/products/85767/,https://publicapi.solotodo.com/categories/15/,hisense-fc-12dd,https://media.solotodo.com/media/products/1223821_picture_1598705235.jpg,1223821,Hisense FC-12DD,-18.0,95.0,False,706150,Normal,Normal,325366,Hisense,Hisense,325570,A+,A+,1,325547,Frío Directo,Frío Directo,325512,Freezer,Freezer,0.0,FC-12DD,products/1223821_picture_1598705235.jpg,13.5,0,854,545,640532,3,3,3,836764.0,Sin bundle,Sin bundle,False,477,,95.0 L,545 x 854 x 477 mm,,95.0,95.0 L.,299 L. o menos,13.5 kWh/mes,13.5,refrigeradores
27523,Libero LFB-101S,1094,Libero,517585,2016-08-19T00:00:00+00:00,2020-10-17T11:30:58.270952+00:00,Libero LFB-101S 0.0 0.0 False Normal Normal Libero Libero A+ A+ 1 Frío Directo Frío Directo Frigobar Frigobar 85.0 LFB-101S 9.3 20 831 474 Desconocido 0 Desconocido Sin bundle Sin bundle False 447,https://publicapi.solotodo.com/products/27523/,https://publicapi.solotodo.com/categories/15/,libero-lfb-101s,https://media.solotodo.com/media/products/517585_picture_1471580443.jpg,517585,Libero LFB-101S,0.0,0.0,False,706150,Normal,Normal,325391,Libero,Libero,325570,A+,A+,1,325547,Frío Directo,Frío Directo,325522,Frigobar,Frigobar,85.0,LFB-101S,products/517585_picture_1471580443.jpg,9.3,20,831,474,640520,Desconocido,0,Desconocido,836764.0,Sin bundle,Sin bundle,False,447,85.0 L,,474 x 831 x 447 mm,20 kg,85.0,85.0 L.,299 L. o menos,9.3 kWh/mes,9.3,refrigeradores
102340,Winia FR-095W,7213,Winia,1347851,2021-03-18T19:46:23.526080+00:00,2021-08-05T14:18:43.744678+00:00,Winia FR-095W 480 0.0 False Winia Winia Frigobar Frigobar Frío Directo Frío Directo A A 2 Desconocido Desconocido 0 93.0 20 Sin bundle Sin bundle False 462 0.0 Normal Normal FR-095W 12.0 850,https://publicapi.solotodo.com/products/102340/,https://publicapi.solotodo.com/categories/15/,winia-fr-095w,https://media.solotodo.com/media/products/1347851_picture_1616096826.jpg,1347851,Winia FR-095W,0.0,0.0,False,706150,Normal,Normal,325304,Winia,Winia,325579,A,A,2,325547,Frío Directo,Frío Directo,325522,Frigobar,Frigobar,93.0,FR-095W,products/1347851_picture_1616096826.jpg,12.0,20,850,480,640520,Desconocido,0,Desconocido,836764.0,Sin bundle,Sin bundle,False,462,93.0 L,,480 x 850 x 462 mm,20 kg,93.0,93.0 L.,299 L. o menos,12.0 kWh/mes,12.0,refrigeradores
123730,Libero LFH-101,1094,Libero,1483224,2021-10-26T13:07:44.542723+00:00,2021-10-26T13:08:26.902713+00:00,Libero LFH-101 LFH-101 835 0.0 -18.0 99.0 22 False Frío Directo Frío Directo 13.56 Normal Normal 476 A+ 1 A+ 545 3 3 3 Sin bundle Sin bundle False Libero Libero Freezer Freezer,https://publicapi.solotodo.com/products/123730/,https://publicapi.solotodo.com/categories/15/,libero-lfh-101,https://media.solotodo.com/media/products/1483224_picture_1635253705.jpg,1483224,Libero LFH-101,-18.0,99.0,False,706150,Normal,Normal,325391,Libero,Libero,325570,A+,A+,1,325547,Frío Directo,Frío Directo,325512,Freezer,Freezer,0.0,LFH-101,products/1483224_picture_1635253705.jpg,13.56,22,835,545,640532,3,3,3,836764.0,Sin bundle,Sin bundle,False,476,,99.0 L,545 x 835 x 476 mm,22 kg,99.0,99.0 L.,299 L. o menos,13.56 kWh/mes,13.56,refrigeradores
123728,Libero LFH-151,1094,Libero,1483200,2021-10-26T13:06:09.265020+00:00,2021-10-26T13:06:58.529401+00:00,Libero LFH-151 LFH-151 835 0.0 -18.0 142.0 29 False Frío Directo Frío Directo 15.69 Normal Normal 556 A+ 1 A+ 635 3 3 3 Sin bundle Sin bundle False Libero Libero Freezer Freezer,https://publicapi.solotodo.com/products/123728/,https://publicapi.solotodo.com/categories/15/,libero-lfh-151,https://media.solotodo.com/media/products/1483200_picture_1635253616.jpg,1483200,Libero LFH-151,-18.0,142.0,False,706150,Normal,Normal,325391,Libero,Libero,325570,A+,A+,1,325547,Frío Directo,Frío Directo,325512,Freezer,Freezer,0.0,LFH-151,products/1483200_picture_1635253616.jpg,15.69,29,835,635,640532,3,3,3,836764.0,Sin bundle,Sin bundle,False,556,,142.0 L,635 x 835 x 556 mm,29 kg,142.0,142.0 L.,299 L. o menos,15.69 kWh/mes,15.69,refrigeradores
97138,Ventus CTVD-100,1017,Ventus,1315742,2021-01-30T16:47:42.231100+00:00,2021-01-30T16:49:10.240699+00:00,Ventus CTVD-100 830 610 Freezer Freezer -18.0 Ventus Ventus 544 False 100.0 0.0 24 False Normal Normal Desconocido Desconocido 20 Desconocido Desconocido 0 0.0 Frío Directo Frío Directo CTVD-100 Sin bundle Sin bundle,https://publicapi.solotodo.com/products/97138/,https://publicapi.solotodo.com/categories/15/,ventus-ctvd-100,https://media.solotodo.com/media/products/1315742_picture_1612025318.jpg,1315742,Ventus CTVD-100,-18.0,100.0,False,706150,Normal,Normal,325475,Ventus,Ventus,694690,Desconocido,Desconocido,20,325547,Frío Directo,Frío Directo,325512,Freezer,Freezer,0.0,CTVD-100,products/1315742_picture_1612025318.jpg,0.0,24,830,610,640520,Desconocido,0,Desconocido,836764.0,Sin bundle,Sin bundle,False,544,,100.0 L,610 x 830 x 544 mm,24 kg,100.0,100.0 L.,299 L. o menos,,100000000000000.0,refrigeradores
68892,Libero LRT-200DFI,1094,Libero,1016712,2019-11-19T20:27:28.818142+00:00,2020-10-17T12:18:16.653018+00:00,Libero LRT-200DFI -18.0 40.0 False Normal Normal Libero Libero A A 2 Frío Directo Frío Directo Refrigerador top freezer Refrigerador top freezer 128.0 LRT-200DFI 19.44 0 1480 495 3 3 3 Sin bundle Sin bundle False 477,https://publicapi.solotodo.com/products/68892/,https://publicapi.solotodo.com/categories/15/,libero-lrt-200dfi,https://media.solotodo.com/media/products/1016712_picture_1574195325.jpg,1016712,Libero LRT-200DFI,-18.0,40.0,False,706150,Normal,Normal,325391,Libero,Libero,325579,A,A,2,325547,Frío Directo,Frío Directo,325543,Refrigerador top freezer,Refrigerador top freezer,128.0,LRT-200DFI,products/1016712_picture_1574195325.jpg,19.44,0,1480,495,640532,3,3,3,836764.0,Sin bundle,Sin bundle,False,477,128.0 L,40.0 L,495 x 1480 x 477 mm,,168.0,168.0 L.,299 L. o menos,19.44 kWh/mes,19.44,refrigeradores
71637,Libero LFH-150B,1094,Libero,1046660,2020-01-17T11:01:19.927060+00:00,2020-10-17T12:21:18.694669+00:00,Libero LFH-150B -18.0 142.0 False Normal Normal Libero Libero A+ A+ 1 Frío Directo Frío Directo Freezer Freezer 0.0 LFH-150B 12.56 35 845 760 3 3 3 Sin bundle Sin bundle False 560,https://publicapi.solotodo.com/products/71637/,https://publicapi.solotodo.com/categories/15/,libero-lfh-150b,https://media.solotodo.com/media/products/1046660_picture_1579258974.jpg,1046660,Libero LFH-150B,-18.0,142.0,False,706150,Normal,Normal,325391,Libero,Libero,325570,A+,A+,1,325547,Frío Directo,Frío Directo,325512,Freezer,Freezer,0.0,LFH-150B,products/1046660_picture_1579258974.jpg,12.56,35,845,760,640532,3,3,3,836764.0,Sin bundle,Sin bundle,False,560,,142.0 L,760 x 845 x 560 mm,35 kg,142.0,142.0 L.,299 L. o menos,12.56 kWh/mes,12.56,refrigeradores
68086,Libero LFV-100I,1094,Libero,1007611,2019-10-29T23:40:49.006038+00:00,2020-10-17T12:17:21.199023+00:00,Libero LFV-100I 0.0 80.0 False Normal Normal Libero Libero A+ A+ 1 Frío Directo Frío Directo Freezer Freezer 0.0 LFV-100I 0.0 32 840 540 Desconocido 0 Desconocido Sin bundle Sin bundle False 560,https://publicapi.solotodo.com/products/68086/,https://publicapi.solotodo.com/categories/15/,libero-lfv-100i,https://media.solotodo.com/media/products/1007611_picture_1572392524.webp,1007611,Libero LFV-100I,0.0,80.0,False,706150,Normal,Normal,325391,Libero,Libero,325570,A+,A+,1,325547,Frío Directo,Frío Directo,325512,Freezer,Freezer,0.0,LFV-100I,products/1007611_picture_1572392524.webp,0.0,32,840,540,640520,Desconocido,0,Desconocido,836764.0,Sin bundle,Sin bundle,False,560,,80.0 L,540 x 840 x 560 mm,32 kg,80.0,80.0 L.,299 L. o menos,,100000000000000.0,refrigeradores
70319,Libero LFB-101N,1094,Libero,1032738,2019-12-18T20:24:35.353346+00:00,2020-10-17T12:19:51.823003+00:00,Libero LFB-101N 0.0 0.0 False Normal Normal Libero Libero A+ A+ 1 Frío Directo Frío Directo Frigobar Frigobar 85.0 LFB-101N 9.3 22 831 474 Desconocido 0 Desconocido Sin bundle Sin bundle False 447,https://publicapi.solotodo.com/products/70319/,https://publicapi.solotodo.com/categories/15/,libero-lfb-101n,https://media.solotodo.com/media/products/1032738_picture_1576700739.jpg,1032738,Libero LFB-101N,0.0,0.0,False,706150,Normal,Normal,325391,Libero,Libero,325570,A+,A+,1,325547,Frío Directo,Frío Directo,325522,Frigobar,Frigobar,85.0,LFB-101N,products/1032738_picture_1576700739.jpg,9.3,22,831,474,640520,Desconocido,0,Desconocido,836764.0,Sin bundle,Sin bundle,False,447,85.0 L,,474 x 831 x 447 mm,22 kg,85.0,85.0 L.,299 L. o menos,9.3 kWh/mes,9.3,refrigeradores
61372,Maigas HS-108F,785,Maigas,931252,2019-05-24T12:36:03.602323+00:00,2020-10-17T12:09:23.244627+00:00,Maigas HS-108F 0.0 85.0 False Normal Normal Maigas Maigas Desconocido Desconocido 20 Frío Directo Frío Directo Freezer Freezer 0.0 HS-108F 0.0 31 845 53 Desconocido 0 Desconocido Sin bundle Sin bundle False 574,https://publicapi.solotodo.com/products/61372/,https://publicapi.solotodo.com/categories/15/,maigas-hs-108f,https://media.solotodo.com/media/products/931252_picture_1558701427.png,931252,Maigas HS-108F,0.0,85.0,False,706150,Normal,Normal,325409,Maigas,Maigas,694690,Desconocido,Desconocido,20,325547,Frío Directo,Frío Directo,325512,Freezer,Freezer,0.0,HS-108F,products/931252_picture_1558701427.png,0.0,31,845,53,640520,Desconocido,0,Desconocido,836764.0,Sin bundle,Sin bundle,False,574,,85.0 L,53 x 845 x 574 mm,31 kg,85.0,85.0 L.,299 L. o menos,,100000000000000.0,refrigeradores
65339,Maigas HS-87L,785,Maigas,977806,2019-08-27T21:47:02.984553+00:00,2020-10-17T12:14:15.169823+00:00,Maigas HS-87L -18.0 0.0 False Normal Normal Maigas Maigas A+ A+ 1 Frío Directo Frío Directo Frigobar Frigobar 67.0 HS-87L 9.0 19 630 445 3 3 3 Sin bundle Sin bundle False 510,https://publicapi.solotodo.com/products/65339/,https://publicapi.solotodo.com/categories/15/,maigas-hs-87l,https://media.solotodo.com/media/products/977806_picture_1566942511.jpg,977806,Maigas HS-87L,-18.0,0.0,False,706150,Normal,Normal,325409,Maigas,Maigas,325570,A+,A+,1,325547,Frío Directo,Frío Directo,325522,Frigobar,Frigobar,67.0,HS-87L,products/977806_picture_1566942511.jpg,9.0,19,630,445,640532,3,3,3,836764.0,Sin bundle,Sin bundle,False,510,67.0 L,,445 x 630 x 510 mm,19 kg,67.0,67.0 L.,299 L. o menos,9.0 kWh/mes,9.0,refrigeradores
65341,Maigas HS-147R,785,Maigas,977829,2019-08-27T21:49:12.887059+00:00,2020-10-17T12:14:17.106163+00:00,Maigas HS-147R -18.0 16.0 False Normal Normal Maigas Maigas A++ A++ 0 Frío Directo Frío Directo Frigobar Frigobar 97.0 HS-147R 11.1 30 845 553 3 3 3 Sin bundle Sin bundle False 574,https://publicapi.solotodo.com/products/65341/,https://publicapi.solotodo.com/categories/15/,maigas-hs-147r,https://media.solotodo.com/media/products/977829_picture_1566942603.jpg,977829,Maigas HS-147R,-18.0,16.0,False,706150,Normal,Normal,325409,Maigas,Maigas,325558,A++,A++,0,325547,Frío Directo,Frío Directo,325522,Frigobar,Frigobar,97.0,HS-147R,products/977829_picture_1566942603.jpg,11.1,30,845,553,640532,3,3,3,836764.0,Sin bundle,Sin bundle,False,574,97.0 L,16.0 L,553 x 845 x 574 mm,30 kg,113.0,113.0 L.,299 L. o menos,11.1 kWh/mes,11.1,refrigeradores
85836,Hisense FC-19DD,135,Hisense,1224675,2020-08-31T12:45:00.628493+00:00,2020-10-17T12:43:15.335157+00:00,Hisense FC-19DD -22.0 142.0 False Normal Normal Hisense Hisense A+ A+ 1 Frío Directo Frío Directo Freezer Freezer 0.0 FC-19DD 15.3 0 850 621 3 3 3 Sin bundle Sin bundle False 560,https://publicapi.solotodo.com/products/85836/,https://publicapi.solotodo.com/categories/15/,hisense-fc-19dd,https://media.solotodo.com/media/products/1224675_picture_1598877902.jpg,1224675,Hisense FC-19DD,-22.0,142.0,False,706150,Normal,Normal,325366,Hisense,Hisense,325570,A+,A+,1,325547,Frío Directo,Frío Directo,325512,Freezer,Freezer,0.0,FC-19DD,products/1224675_picture_1598877902.jpg,15.3,0,850,621,640532,3,3,3,836764.0,Sin bundle,Sin bundle,False,560,,142.0 L,621 x 850 x 560 mm,,142.0,142.0 L.,299 L. o menos,15.3 kWh/mes,15.3,refrigeradores
21088,Electrolux EFC14A5MNW,508,Electrolux,331526,2015-08-14T00:00:00+00:00,2020-10-17T11:22:06.927101+00:00,Electrolux EFC14A5MNW -18.0 142.0 False Normal Normal Electrolux Electrolux A+ A+ 1 Frío Directo Frío Directo Freezer Freezer 0.0 EFC14A5MNW 15.33 28 850 730 3 3 3 Sin bundle Sin bundle False 537,https://publicapi.solotodo.com/products/21088/,https://publicapi.solotodo.com/categories/15/,electrolux-efc14a5mnw,https://media.solotodo.com/media/products/EFC14A5MNW.jpg,331526,Electrolux EFC14A5MNW,-18.0,142.0,False,706150,Normal,Normal,325320,Electrolux,Electrolux,325570,A+,A+,1,325547,Frío Directo,Frío Directo,325512,Freezer,Freezer,0.0,EFC14A5MNW,products/EFC14A5MNW.jpg,15.33,28,850,730,640532,3,3,3,836764.0,Sin bundle,Sin bundle,False,537,,142.0 L,730 x 850 x 537 mm,28 kg,142.0,142.0 L.,299 L. o menos,15.33 kWh/mes,15.33,refrigeradores
17293,Maigas SD100,785,Maigas,349301,2014-10-14T00:00:00+00:00,2020-10-17T11:16:52.120116+00:00,Maigas SD100 0.0 100.0 False Normal Normal Maigas Maigas B B 3 Frío Directo Frío Directo Freezer Freezer 0.0 SD100 22.0 32 850 590 Desconocido 0 Desconocido Sin bundle Sin bundle False 540,https://publicapi.solotodo.com/products/17293/,https://publicapi.solotodo.com/categories/15/,maigas-sd100,https://media.solotodo.com/media/products/349301_picture_1573126304.jfif,349301,Maigas SD100,0.0,100.0,False,706150,Normal,Normal,325409,Maigas,Maigas,325587,B,B,3,325547,Frío Directo,Frío Directo,325512,Freezer,Freezer,0.0,SD100,products/349301_picture_1573126304.jfif,22.0,32,850,590,640520,Desconocido,0,Desconocido,836764.0,Sin bundle,Sin bundle,False,540,,100.0 L,590 x 850 x 540 mm,32 kg,100.0,100.0 L.,299 L. o menos,22.0 kWh/mes,22.0,refrigeradores
117624,Midea MRFI-1700R234RN,936,Midea,1438337,2021-08-12T20:00:07.812876+00:00,2021-08-12T20:00:47.954772+00:00,Midea MRFI-1700R234RN 500 51.0 False Midea Midea Refrigerador bottom freezer Refrigerador bottom freezer Frío Directo Frío Directo A+ A+ 1 3 3 3 116.0 42 Sin bundle Sin bundle False 540 -18.0 Normal Normal MRFI-1700R234RN 17.16 1418,https://publicapi.solotodo.com/products/117624/,https://publicapi.solotodo.com/categories/15/,midea-mrfi-1700r234rn,https://media.solotodo.com/media/products/1438337_picture_1628798446.jpg,1438337,Midea MRFI-1700R234RN,-18.0,51.0,False,706150,Normal,Normal,325417,Midea,Midea,325570,A+,A+,1,325547,Frío Directo,Frío Directo,325531,Refrigerador bottom freezer,Refrigerador bottom freezer,116.0,MRFI-1700R234RN,products/1438337_picture_1628798446.jpg,17.16,42,1418,500,640532,3,3,3,836764.0,Sin bundle,Sin bundle,False,540,116.0 L,51.0 L,500 x 1418 x 540 mm,42 kg,167.0,167.0 L.,299 L. o menos,17.16 kWh/mes,17.16,refrigeradores
