id,name,brand_id,brand_name,instance_model_id,creation_date,last_updated,keywords,url,category,slug,picture_url,specs.id,specs.unicode,specs.w_type_id,specs.w_type_unicode,specs.w_type_name,specs.name,specs.picture,specs.height,specs.width,specs.depth,specs.drum_material_id,specs.drum_material_unicode,specs.drum_material_name,specs.power_id,specs.power_unicode,specs.power_value,specs.capacity_id,specs.capacity_unicode,specs.capacity_value,specs.w_format_id,specs.w_format_unicode,specs.w_format_name,specs.washing_energy_efficiency_id,specs.washing_energy_efficiency_unicode,specs.washing_energy_efficiency_value,specs.washing_energy_efficiency_name,specs.energy_efficiency_id,specs.energy_efficiency_unicode,specs.energy_efficiency_name,specs.energy_efficiency_value,specs.weight,specs.brand_id,specs.brand_unicode,specs.brand_name,specs.color_id,specs.color_unicode,specs.color_name,specs.control_type_id,specs.control_type_unicode,specs.control_type_name,specs.drying_energy_efficiency_id,specs.drying_energy_efficiency_unicode,specs.drying_energy_efficiency_name,specs.drying_energy_efficiency_value,specs.drying_capacity_id,specs.drying_capacity_unicode,specs.drying_capacity_value,specs.pretty_dimensions,specs.pretty_weight,specs.lg_cl_capacity,specs.pretty_lg_cl_capacity,specs.lg_cl_capacity_segment,catIPC
42616,Karson H-802,481,Karson,718800,2018-02-15T00:00:00+00:00,2020-10-17T11:49:22.166985+00:00,Karson H-802 Secadora Secadora H-802 2000 700 700 Bolsa Bolsa Desconocido 0 9 kg. 9000 Frontal Frontal No Aplica 20 No Aplica No Aplica No Aplica 10 9000 Karson Karson Azul Azul No posee No posee Desconocido Desconocido 11 N/A 0,https://publicapi.solotodo.com/products/42616/,https://publicapi.solotodo.com/categories/19/,karson-h-802,https://media.solotodo.com/media/products/718800_picture_1518684183.jpg,718800,Karson H-802,362016,Secadora,Secadora,H-802,products/718800_picture_1518684183.jpg,2000,700,700,598847,Bolsa,Bolsa,362124,Desconocido,0,362568,9 kg.,9000,362689,Frontal,Frontal,601441,No Aplica,20,No Aplica,601438,No Aplica,No Aplica,10,9000,718807,Karson,Karson,362023,Azul,Azul,362070,No posee,No posee,592974,Desconocido,Desconocido,11,850170,,0,700 x 2000 x 700 mm,9.0 kg.,9000,9 kg.,9.9 kg. o menos,lavadoras_secadoras
24629,Sindelen SR-10,717,Sindelen,483373,2016-03-17T00:00:00+00:00,2020-10-17T11:26:47.767553+00:00,Sindelen SR-10 Secadora Secadora SR-10 1470 680 430 Plástico Plástico 800 W. 800 10 kg. 10000 Frontal Frontal No Aplica 20 No Aplica No Aplica No Aplica 10 0 Sindelen Sindelen Blanco Blanco Análogo Análogo Desconocido Desconocido 11 N/A 0,https://publicapi.solotodo.com/products/24629/,https://publicapi.solotodo.com/categories/19/,sindelen-sr-10,https://media.solotodo.com/media/products/483373_picture.jpg,483373,Sindelen SR-10,362016,Secadora,Secadora,SR-10,products/483373_picture.jpg,1470,680,430,362109,Plástico,Plástico,483380,800 W.,800,362590,10 kg.,10000,362689,Frontal,Frontal,601441,No Aplica,20,No Aplica,601438,No Aplica,No Aplica,10,0,361933,Sindelen,Sindelen,362033,Blanco,Blanco,362063,Análogo,Análogo,592974,Desconocido,Desconocido,11,850170,,0,680 x 1470 x 430 mm,Desconocido,10000,10 kg.,10 a 15.9 kg.,lavadoras_secadoras
36822,LG DF9WPN,848,LG,642402,2017-06-13T00:00:00+00:00,2020-10-17T11:41:49.466913+00:00,LG DF9WPN Secadora Secadora DF9WPN 850 600 690 Acero Inoxidable Acero Inoxidable Desconocido 0 9 kg. 9000 Frontal Frontal No Aplica 20 No Aplica Desconocido Desconocido 20 46000 LG LG Blanco Blanco Digital Digital Desconocido Desconocido 11 N/A 0,https://publicapi.solotodo.com/products/36822/,https://publicapi.solotodo.com/categories/19/,lg-df9wpn,https://media.solotodo.com/media/products/642402_picture_1497354550.PNG,642402,LG DF9WPN,362016,Secadora,Secadora,DF9WPN,products/642402_picture_1497354550.PNG,850,600,690,362098,Acero Inoxidable,Acero Inoxidable,362124,Desconocido,0,362568,9 kg.,9000,362689,Frontal,Frontal,601441,No Aplica,20,No Aplica,592965,Desconocido,Desconocido,20,46000,361871,LG,LG,362033,Blanco,Blanco,362066,Digital,Digital,592974,Desconocido,Desconocido,11,850170,,0,600 x 850 x 690 mm,46.0 kg.,9000,9 kg.,9.9 kg. o menos,lavadoras_secadoras
16527,Mademsa Primma 5B Blanco,864,Mademsa,375327,2014-07-30T00:00:00+00:00,2020-10-17T11:15:38.886007+00:00,Mademsa Primma 5B Blanco Centrifuga Centrifuga Primma 5B Blanco 660 360 410 Acero Inoxidable Acero Inoxidable Desconocido 0 5.5 kg. 5500 Superior Superior Desconocido 19 Desconocido Desconocido Desconocido 20 9500 Mademsa Mademsa Blanco Blanco Análogo Análogo Desconocido Desconocido 11 N/A 0,https://publicapi.solotodo.com/products/16527/,https://publicapi.solotodo.com/categories/19/,mademsa-primma-5b-blanco,https://media.solotodo.com/media/products/img_view_4.jpg,375327,Mademsa Primma 5B Blanco,361977,Centrifuga,Centrifuga,Primma 5B Blanco,products/img_view_4.jpg,660,360,410,362098,Acero Inoxidable,Acero Inoxidable,362124,Desconocido,0,362510,5.5 kg.,5500,362698,Superior,Superior,592962,Desconocido,19,Desconocido,592965,Desconocido,Desconocido,20,9500,361890,Mademsa,Mademsa,362033,Blanco,Blanco,362063,Análogo,Análogo,592974,Desconocido,Desconocido,11,850170,,0,360 x 660 x 410 mm,9.5 kg.,5500,6 kg.,9.9 kg. o menos,lavadoras_secadoras
76602,Midea MLS-080BE04N,936,Midea,1104342,2020-03-10T19:31:36.188558+00:00,2020-10-17T12:28:24.636495+00:00,Midea MLS-080BE04N Lavadora automática Lavadora automática MLS-080BE04N 920 520 530 Acero Inoxidable Acero Inoxidable 400 W. 400 8 kg. 8000 Superior Superior E 8 E A A 4 35000 Midea Midea Blanco Blanco Digital Digital E E 8 N/A 0,https://publicapi.solotodo.com/products/76602/,https://publicapi.solotodo.com/categories/19/,midea-mls-080be04n,https://media.solotodo.com/media/products/1104342_picture_1583868841.jfif,1104342,Midea MLS-080BE04N,361990,Lavadora automática,Lavadora automática,MLS-080BE04N,products/1104342_picture_1583868841.jfif,920,520,530,362098,Acero Inoxidable,Acero Inoxidable,362206,400 W.,400,362557,8 kg.,8000,362698,Superior,Superior,1101692,E,8,E,592944,A,A,4,35000,361914,Midea,Midea,362033,Blanco,Blanco,362066,Digital,Digital,593108,E,E,8,850170,,0,520 x 920 x 530 mm,35.0 kg.,8000,8 kg.,9.9 kg. o menos,lavadoras_secadoras
37593,Fensa Twister 5100-II,553,Fensa,651151,2017-07-12T00:00:00+00:00,2020-10-17T11:42:43.000916+00:00,Fensa Twister 5100-II Lavadora semiautomática Lavadora semiautomática Twister 5100-II 730 500 500 Acero Enlozado Acero Enlozado 260 W. 260 3 kg. 3000 Superior Superior Desconocido 19 Desconocido Desconocido Desconocido 20 21000 Fensa Fensa Blanco Blanco Análogo Análogo No Aplica No Aplica 20 N/A 0,https://publicapi.solotodo.com/products/37593/,https://publicapi.solotodo.com/categories/19/,fensa-twister-5100-ii,https://media.solotodo.com/media/products/651151_picture_1499850115.jpg,651151,Fensa Twister 5100-II,361998,Lavadora semiautomática,Lavadora semiautomática,Twister 5100-II,products/651151_picture_1499850115.jpg,730,500,500,651149,Acero Enlozado,Acero Enlozado,362149,260 W.,260,362465,3 kg.,3000,362698,Superior,Superior,592962,Desconocido,19,Desconocido,592965,Desconocido,Desconocido,20,21000,361819,Fensa,Fensa,362033,Blanco,Blanco,362063,Análogo,Análogo,601444,No Aplica,No Aplica,20,850170,,0,500 x 730 x 500 mm,21.0 kg.,3000,3 kg.,9.9 kg. o menos,lavadoras_secadoras
76507,Midea MLS-08BE04N,936,Midea,1103361,2020-03-09T19:56:59.880909+00:00,2020-10-17T12:28:19.051174+00:00,Midea MLS-08BE04N Lavadora automática Lavadora automática MLS-08BE04N 920 515 525 Acero Inoxidable Acero Inoxidable Desconocido 0 8 kg. 8000 Superior Superior Desconocido 19 Desconocido Desconocido Desconocido 20 35000 Midea Midea Blanco Blanco Digital Digital Desconocido Desconocido 11 N/A 0,https://publicapi.solotodo.com/products/76507/,https://publicapi.solotodo.com/categories/19/,midea-mls-08be04n,https://media.solotodo.com/media/products/1103361_picture_1583783785.jpg,1103361,Midea MLS-08BE04N,361990,Lavadora automática,Lavadora automática,MLS-08BE04N,products/1103361_picture_1583783785.jpg,920,515,525,362098,Acero Inoxidable,Acero Inoxidable,362124,Desconocido,0,362557,8 kg.,8000,362698,Superior,Superior,592962,Desconocido,19,Desconocido,592965,Desconocido,Desconocido,20,35000,361914,Midea,Midea,362033,Blanco,Blanco,362066,Digital,Digital,592974,Desconocido,Desconocido,11,850170,,0,515 x 920 x 525 mm,35.0 kg.,8000,8 kg.,9.9 kg. o menos,lavadoras_secadoras
54131,LG WDP4V,848,LG,850300,2018-12-22T14:24:39.655187+00:00,2020-10-17T12:01:53.374674+00:00,LG WDP4V Pedestal Pedestal WDP4V 345 686 721 Plástico Plástico Desconocido 0 N/A 0 Superior Superior No Aplica 20 No Aplica No Aplica No Aplica 10 0 LG LG Gris Gris Análogo Análogo No Aplica No Aplica 20 N/A 0,https://publicapi.solotodo.com/products/54131/,https://publicapi.solotodo.com/categories/19/,lg-wdp4v,https://media.solotodo.com/media/products/850300_picture_1545488678.jpg,850300,LG WDP4V,850298,Pedestal,Pedestal,WDP4V,products/850300_picture_1545488678.jpg,345,686,721,362109,Plástico,Plástico,362124,Desconocido,0,850170,,0,362698,Superior,Superior,601441,No Aplica,20,No Aplica,601438,No Aplica,No Aplica,10,0,361871,LG,LG,362041,Gris,Gris,362063,Análogo,Análogo,601444,No Aplica,No Aplica,20,850170,,0,686 x 345 x 721 mm,Desconocido,0,,9.9 kg. o menos,lavadoras_secadoras
29171,Winia DWF-E81W,7213,Winia,541114,2016-10-24T00:00:00+00:00,2021-08-05T14:18:03.592999+00:00,Winia DWF-E81W Desconocido 0 DWF-E81W 863 525 535 Acero Inoxidable Acero Inoxidable 8 kg. 8000 Superior Superior 25600 Winia Winia Lavadora automática Lavadora automática Blanco Blanco Digital Digital Desconocido 11 Desconocido N/A 0 Desconocido Desconocido 19 Desconocido 20 Desconocido,https://publicapi.solotodo.com/products/29171/,https://publicapi.solotodo.com/categories/19/,winia-dwf-e81w,https://media.solotodo.com/media/products/541114_picture_1477320897.JPG,541114,Winia DWF-E81W,361990,Lavadora automática,Lavadora automática,DWF-E81W,products/541114_picture_1477320897.JPG,863,525,535,362098,Acero Inoxidable,Acero Inoxidable,362124,Desconocido,0,362557,8 kg.,8000,362698,Superior,Superior,592962,Desconocido,19,Desconocido,592965,Desconocido,Desconocido,20,25600,361801,Winia,Winia,362033,Blanco,Blanco,362066,Digital,Digital,592974,Desconocido,Desconocido,11,850170,,0,525 x 863 x 535 mm,25.6 kg.,8000,8 kg.,9.9 kg. o menos,lavadoras_secadoras
76362,Midea MLS-090GE04N,936,Midea,1101685,2020-03-06T17:27:35.041815+00:00,2020-10-17T12:28:06.758998+00:00,Midea MLS-090GE04N Lavadora automática Lavadora automática MLS-090GE04N 920 515 525 Acero Inoxidable Acero Inoxidable Desconocido 0 9 kg. 9000 Superior Superior E 8 E A A 4 35000 Midea Midea Gris Gris Digital Digital E E 8 N/A 0,https://publicapi.solotodo.com/products/76362/,https://publicapi.solotodo.com/categories/19/,midea-mls-090ge04n,https://media.solotodo.com/media/products/1101685_picture_1583515793.jpg,1101685,Midea MLS-090GE04N,361990,Lavadora automática,Lavadora automática,MLS-090GE04N,products/1101685_picture_1583515793.jpg,920,515,525,362098,Acero Inoxidable,Acero Inoxidable,362124,Desconocido,0,362568,9 kg.,9000,362698,Superior,Superior,1101692,E,8,E,592944,A,A,4,35000,361914,Midea,Midea,362041,Gris,Gris,362066,Digital,Digital,593108,E,E,8,850170,,0,515 x 920 x 525 mm,35.0 kg.,9000,9 kg.,9.9 kg. o menos,lavadoras_secadoras
71299,Fensa Twister 5100-I Blue M,553,Fensa,1043524,2020-01-13T13:17:52.718344+00:00,2020-10-17T12:20:55.931046+00:00,Fensa Twister 5100-I Blue M Lavadora semiautomática Lavadora semiautomática Twister 5100-I Blue M 780 500 500 Acero Enlozado Acero Enlozado Desconocido 0 4 kg. 4000 Superior Superior Desconocido 19 Desconocido Desconocido Desconocido 20 15000 Fensa Fensa Azul Azul Análogo Análogo No Aplica No Aplica 20 N/A 0,https://publicapi.solotodo.com/products/71299/,https://publicapi.solotodo.com/categories/19/,fensa-twister-5100-i-blue-m,https://media.solotodo.com/media/products/1043524_picture_1578921639.jpg,1043524,Fensa Twister 5100-I Blue M,361998,Lavadora semiautomática,Lavadora semiautomática,Twister 5100-I Blue M,products/1043524_picture_1578921639.jpg,780,500,500,651149,Acero Enlozado,Acero Enlozado,362124,Desconocido,0,362472,4 kg.,4000,362698,Superior,Superior,592962,Desconocido,19,Desconocido,592965,Desconocido,Desconocido,20,15000,361819,Fensa,Fensa,362023,Azul,Azul,362063,Análogo,Análogo,601444,No Aplica,No Aplica,20,850170,,0,500 x 780 x 500 mm,15.0 kg.,4000,4 kg.,9.9 kg. o menos,lavadoras_secadoras
45497,Mabe LMA0920WGCL0,826,Mabe,751584,2018-05-30T06:22:16.522858+00:00,2020-10-17T11:53:00.938472+00:00,Mabe LMA0920WGCL0 Lavadora automática Lavadora automática LMA0920WGCL0 918 520 500 Diamante Diamante Desconocido 0 9.5 kg. 9500 Superior Superior Desconocido 19 Desconocido Desconocido Desconocido 20 32000 Mabe Mabe Gris Gris Digital Digital Desconocido Desconocido 11 N/A 0,https://publicapi.solotodo.com/products/45497/,https://publicapi.solotodo.com/categories/19/,mabe-lma0920wgcl0,https://media.solotodo.com/media/products/751584_picture_1527661335.jpg,751584,Mabe LMA0920WGCL0,361990,Lavadora automática,Lavadora automática,LMA0920WGCL0,products/751584_picture_1527661335.jpg,918,520,500,362106,Diamante,Diamante,362124,Desconocido,0,362578,9.5 kg.,9500,362698,Superior,Superior,592962,Desconocido,19,Desconocido,592965,Desconocido,Desconocido,20,32000,361881,Mabe,Mabe,362041,Gris,Gris,362066,Digital,Digital,592974,Desconocido,Desconocido,11,850170,,0,520 x 918 x 500 mm,32.0 kg.,9500,10 kg.,9.9 kg. o menos,lavadoras_secadoras
76697,Mademsa Twister 5300-II BLUE M,864,Mademsa,1105395,2020-03-12T11:29:21.666508+00:00,2020-10-17T12:28:37.507458+00:00,Mademsa Twister 5300-II BLUE M Lavadora semiautomática Lavadora semiautomática Twister 5300-II BLUE M 780 500 500 Acero Enlozado Acero Enlozado 1350 W. 1350 4 kg. 4000 Superior Superior Desconocido 19 Desconocido Desconocido Desconocido 20 16000 Mademsa Mademsa Azul Azul Análogo Análogo Desconocido Desconocido 11 N/A 0,https://publicapi.solotodo.com/products/76697/,https://publicapi.solotodo.com/categories/19/,mademsa-twister-5300-ii-blue-m,https://media.solotodo.com/media/products/1105395_picture_1584012534.jpg,1105395,Mademsa Twister 5300-II BLUE M,361998,Lavadora semiautomática,Lavadora semiautomática,Twister 5300-II BLUE M,products/1105395_picture_1584012534.jpg,780,500,500,651149,Acero Enlozado,Acero Enlozado,362345,1350 W.,1350,362472,4 kg.,4000,362698,Superior,Superior,592962,Desconocido,19,Desconocido,592965,Desconocido,Desconocido,20,16000,361890,Mademsa,Mademsa,362023,Azul,Azul,362063,Análogo,Análogo,592974,Desconocido,Desconocido,11,850170,,0,500 x 780 x 500 mm,16.0 kg.,4000,4 kg.,9.9 kg. o menos,lavadoras_secadoras
67650,Hyundai T80D16N,435,Hyundai,1003718,2019-10-21T16:07:00.840119+00:00,2020-10-17T12:16:57.927047+00:00,Hyundai T80D16N Lavadora automática Lavadora automática T80D16N 960 550 530 Acero Inoxidable Acero Inoxidable Desconocido 0 8 kg. 8000 Superior Superior B 5 B E E 8 0 Hyundai Hyundai Gris Gris Digital Digital D D 7 N/A 0,https://publicapi.solotodo.com/products/67650/,https://publicapi.solotodo.com/categories/19/,hyundai-t80d16n,https://media.solotodo.com/media/products/1003718_picture_1571674118.jpg,1003718,Hyundai T80D16N,361990,Lavadora automática,Lavadora automática,T80D16N,products/1003718_picture_1571674118.jpg,960,550,530,362098,Acero Inoxidable,Acero Inoxidable,362124,Desconocido,0,362557,8 kg.,8000,362698,Superior,Superior,720318,B,5,B,1003734,E,E,8,0,1003725,Hyundai,Hyundai,362041,Gris,Gris,362066,Digital,Digital,592971,D,D,7,850170,,0,550 x 960 x 530 mm,Desconocido,8000,8 kg.,9.9 kg. o menos,lavadoras_secadoras
26482,Sindelen LC-6550BL,717,Sindelen,505807,2016-07-15T00:00:00+00:00,2020-10-17T11:29:31.537791+00:00,Sindelen LC-6550BL Lavadora semiautomática Lavadora semiautomática LC-6550BL 900 795 465 Plástico Plástico 400 W. 400 6.5 kg. 6500 Superior Superior Desconocido 19 Desconocido Desconocido Desconocido 20 21000 Sindelen Sindelen Blanco Blanco Análogo Análogo Desconocido Desconocido 11 N/A 0,https://publicapi.solotodo.com/products/26482/,https://publicapi.solotodo.com/categories/19/,sindelen-lc-6550bl,https://media.solotodo.com/media/products/505807_picture_1468594137.jpg,505807,Sindelen LC-6550BL,361998,Lavadora semiautomática,Lavadora semiautomática,LC-6550BL,products/505807_picture_1468594137.jpg,900,795,465,362109,Plástico,Plástico,362206,400 W.,400,362525,6.5 kg.,6500,362698,Superior,Superior,592962,Desconocido,19,Desconocido,592965,Desconocido,Desconocido,20,21000,361933,Sindelen,Sindelen,362033,Blanco,Blanco,362063,Análogo,Análogo,592974,Desconocido,Desconocido,11,850170,,0,795 x 900 x 465 mm,21.0 kg.,6500,6 kg.,9.9 kg. o menos,lavadoras_secadoras
114100,Daewoo DOWT08S21CL,7212,Daewoo,1412155,2021-06-24T15:22:04.280582+00:00,2021-08-05T14:15:21.458202+00:00,Daewoo DOWT08S21CL Desconocido 0 DOWT08S21CL 895 540 560 Acero Inoxidable Acero Inoxidable 8 kg. 8000 Superior Superior 32200 Daewoo Daewoo Lavadora automática Lavadora automática Gris Gris Digital Digital F 9 F N/A 0 A A 4 A 4 A,https://publicapi.solotodo.com/products/114100/,https://publicapi.solotodo.com/categories/19/,daewoo-dowt08s21cl,https://media.solotodo.com/media/products/1412155_picture_1624548167.jpg,1412155,Daewoo DOWT08S21CL,361990,Lavadora automática,Lavadora automática,DOWT08S21CL,products/1412155_picture_1624548167.jpg,895,540,560,362098,Acero Inoxidable,Acero Inoxidable,362124,Desconocido,0,362557,8 kg.,8000,362698,Superior,Superior,592953,A,4,A,592944,A,A,4,32200,1434686,Daewoo,Daewoo,362041,Gris,Gris,362066,Digital,Digital,593412,F,F,9,850170,,0,540 x 895 x 560 mm,32.2 kg.,8000,8 kg.,9.9 kg. o menos,lavadoras_secadoras
54135,LG WDP4W,848,LG,850328,2018-12-22T14:32:44.297122+00:00,2020-10-17T12:01:52.515665+00:00,LG WDP4W Pedestal Pedestal WDP4W 345 686 721 Plástico Plástico Desconocido 0 N/A 0 Superior Superior No Aplica 20 No Aplica No Aplica No Aplica 10 0 LG LG Blanco Blanco Análogo Análogo No Aplica No Aplica 20 N/A 0,https://publicapi.solotodo.com/products/54135/,https://publicapi.solotodo.com/categories/19/,lg-wdp4w,https://media.solotodo.com/media/products/850328_picture_1545489163.jpg,850328,LG WDP4W,850298,Pedestal,Pedestal,WDP4W,products/850328_picture_1545489163.jpg,345,686,721,362109,Plástico,Plástico,362124,Desconocido,0,850170,,0,362698,Superior,Superior,601441,No Aplica,20,No Aplica,601438,No Aplica,No Aplica,10,0,361871,LG,LG,362033,Blanco,Blanco,362063,Análogo,Análogo,601444,No Aplica,No Aplica,20,850170,,0,686 x 345 x 721 mm,Desconocido,0,,9.9 kg. o menos,lavadoras_secadoras
56578,Mademsa Efficace 9.5BZG,864,Mademsa,877946,2019-02-06T15:22:58.023119+00:00,2020-10-17T12:03:54.906432+00:00,Mademsa Efficace 9.5BZG Lavadora automática Lavadora automática Efficace 9.5BZG 940 540 563 Acero Inoxidable Acero Inoxidable Desconocido 0 9.5 kg. 9500 Superior Superior Desconocido 19 Desconocido Desconocido Desconocido 20 36000 Mademsa Mademsa Blanco Blanco Digital Digital No Aplica No Aplica 20 N/A 0,https://publicapi.solotodo.com/products/56578/,https://publicapi.solotodo.com/categories/19/,mademsa-efficace-95bzg,https://media.solotodo.com/media/products/877946_picture_1549466602.jpg,877946,Mademsa Efficace 9.5BZG,361990,Lavadora automática,Lavadora automática,Efficace 9.5BZG,products/877946_picture_1549466602.jpg,940,540,563,362098,Acero Inoxidable,Acero Inoxidable,362124,Desconocido,0,362578,9.5 kg.,9500,362698,Superior,Superior,592962,Desconocido,19,Desconocido,592965,Desconocido,Desconocido,20,36000,361890,Mademsa,Mademsa,362033,Blanco,Blanco,362066,Digital,Digital,601444,No Aplica,No Aplica,20,850170,,0,540 x 940 x 563 mm,36.0 kg.,9500,10 kg.,9.9 kg. o menos,lavadoras_secadoras
58205,Mademsa Solare 7100,864,Mademsa,896166,2019-03-11T21:29:28.336710+00:00,2020-10-17T12:05:48.543398+00:00,Mademsa Solare 7100 Secadora Secadora Solare 7100 840 595 550 Acero Inoxidable Acero Inoxidable 2200 W. 2200 N/A 0 Frontal Frontal No Aplica 20 No Aplica No Aplica No Aplica 10 33000 Mademsa Mademsa Blanco Blanco Digital Digital E E 8 7 kg. 7000,https://publicapi.solotodo.com/products/58205/,https://publicapi.solotodo.com/categories/19/,mademsa-solare-7100,https://media.solotodo.com/media/products/896166_picture_1552339885.jpg,896166,Mademsa Solare 7100,362016,Secadora,Secadora,Solare 7100,products/896166_picture_1552339885.jpg,840,595,550,362098,Acero Inoxidable,Acero Inoxidable,362418,2200 W.,2200,850170,,0,362689,Frontal,Frontal,601441,No Aplica,20,No Aplica,601438,No Aplica,No Aplica,10,33000,361890,Mademsa,Mademsa,362033,Blanco,Blanco,362066,Digital,Digital,593108,E,E,8,362533,7 kg.,7000,595 x 840 x 550 mm,33.0 kg.,7000,7 kg.,9.9 kg. o menos,lavadoras_secadoras
17284,Samsung WA80H4200SW,996,Samsung,377967,2014-10-13T00:00:00+00:00,2020-10-17T11:16:51.313541+00:00,Samsung WA80H4200SW Lavadora automática Lavadora automática WA80H4200SW 850 540 560 Acero Inoxidable Acero Inoxidable Desconocido 0 8 kg. 8000 Superior Superior C 6 C D D 7 31000 Samsung Samsung Blanco Blanco Digital Digital E E 8 N/A 0,https://publicapi.solotodo.com/products/17284/,https://publicapi.solotodo.com/categories/19/,samsung-wa80h4200sw,https://media.solotodo.com/media/products/WA80H4200SW.jpg,377967,Samsung WA80H4200SW,361990,Lavadora automática,Lavadora automática,WA80H4200SW,products/WA80H4200SW.jpg,850,540,560,362098,Acero Inoxidable,Acero Inoxidable,362124,Desconocido,0,362557,8 kg.,8000,362698,Superior,Superior,592956,C,6,C,743974,D,D,7,31000,361928,Samsung,Samsung,362033,Blanco,Blanco,362066,Digital,Digital,593108,E,E,8,850170,,0,540 x 850 x 560 mm,31.0 kg.,8000,8 kg.,9.9 kg. o menos,lavadoras_secadoras
43183,Midea MSV-90BV032,936,Midea,725538,2018-03-22T13:46:41.750210+00:00,2021-03-22T22:17:39.905550+00:00,Midea MSV-90BV032 2000 W. 2000 MSV-90BV032 840 550 595 Acero Inoxidable Acero Inoxidable 9 kg. 9000 Frontal Frontal 33000 Midea Midea Secadora Secadora Blanco Blanco Digital Digital Desconocido 11 Desconocido N/A 0 No Aplica No Aplica 20 G 10 G,https://publicapi.solotodo.com/products/43183/,https://publicapi.solotodo.com/categories/19/,midea-msv-90bv032,https://media.solotodo.com/media/products/725538_picture_1521726464.JPG,725538,Midea MSV-90BV032,362016,Secadora,Secadora,MSV-90BV032,products/725538_picture_1521726464.JPG,840,550,595,362098,Acero Inoxidable,Acero Inoxidable,362407,2000 W.,2000,362568,9 kg.,9000,362689,Frontal,Frontal,601441,No Aplica,20,No Aplica,592950,G,G,10,33000,361914,Midea,Midea,362033,Blanco,Blanco,362066,Digital,Digital,592974,Desconocido,Desconocido,11,850170,,0,550 x 840 x 595 mm,33.0 kg.,9000,9 kg.,9.9 kg. o menos,lavadoras_secadoras
45499,Mabe LMA0920WBCL0,826,Mabe,751598,2018-05-30T06:24:32.649893+00:00,2020-10-17T11:53:06.661902+00:00,Mabe LMA0920WBCL0 Lavadora automática Lavadora automática LMA0920WBCL0 918 520 500 Diamante Diamante Desconocido 0 9.5 kg. 9500 Superior Superior Desconocido 19 Desconocido Desconocido Desconocido 20 32000 Mabe Mabe Blanco Blanco Digital Digital Desconocido Desconocido 11 N/A 0,https://publicapi.solotodo.com/products/45499/,https://publicapi.solotodo.com/categories/19/,mabe-lma0920wbcl0,https://media.solotodo.com/media/products/751598_picture_1527661471.jpg,751598,Mabe LMA0920WBCL0,361990,Lavadora automática,Lavadora automática,LMA0920WBCL0,products/751598_picture_1527661471.jpg,918,520,500,362106,Diamante,Diamante,362124,Desconocido,0,362578,9.5 kg.,9500,362698,Superior,Superior,592962,Desconocido,19,Desconocido,592965,Desconocido,Desconocido,20,32000,361881,Mabe,Mabe,362033,Blanco,Blanco,362066,Digital,Digital,592974,Desconocido,Desconocido,11,850170,,0,520 x 918 x 500 mm,32.0 kg.,9500,10 kg.,9.9 kg. o menos,lavadoras_secadoras
59410,Ursus Trotter VD-8K7P,1032,Ursus Trotter,908988,2019-04-08T14:29:59.803389+00:00,2020-10-17T12:07:17.250499+00:00,Ursus Trotter VD-8K7P Secadora Secadora VD-8K7P 840 600 550 Acero Inoxidable Acero Inoxidable Desconocido 0 N/A 0 Frontal Frontal No Aplica 20 No Aplica Desconocido Desconocido 20 50000 Ursus Trotter Ursus Trotter Blanco Blanco Digital Digital Desconocido Desconocido 11 8 kg. 8000,https://publicapi.solotodo.com/products/59410/,https://publicapi.solotodo.com/categories/19/,ursus-trotter-vd-8k7p,https://media.solotodo.com/media/products/908988_picture_1554733032.jpg,908988,Ursus Trotter VD-8K7P,362016,Secadora,Secadora,VD-8K7P,products/908988_picture_1554733032.jpg,840,600,550,362098,Acero Inoxidable,Acero Inoxidable,362124,Desconocido,0,850170,,0,362689,Frontal,Frontal,601441,No Aplica,20,No Aplica,592965,Desconocido,Desconocido,20,50000,361947,Ursus Trotter,Ursus Trotter,362033,Blanco,Blanco,362066,Digital,Digital,592974,Desconocido,Desconocido,11,362557,8 kg.,8000,600 x 840 x 550 mm,50.0 kg.,8000,8 kg.,9.9 kg. o menos,lavadoras_secadoras
16528,Samsung WA90H4400SW,996,Samsung,378147,2014-07-30T00:00:00+00:00,2020-10-17T11:15:45.322428+00:00,Samsung WA90H4400SW Lavadora automática Lavadora automática WA90H4400SW 850 540 560 Acero Inoxidable Acero Inoxidable 330 W. 330 9 kg. 9000 Superior Superior Desconocido 19 Desconocido Desconocido Desconocido 20 31000 Samsung Samsung Blanco Blanco Digital Digital Desconocido Desconocido 11 N/A 0,https://publicapi.solotodo.com/products/16528/,https://publicapi.solotodo.com/categories/19/,samsung-wa90h4400sw,https://media.solotodo.com/media/products/WA90H4400S.jpg,378147,Samsung WA90H4400SW,361990,Lavadora automática,Lavadora automática,WA90H4400SW,products/WA90H4400S.jpg,850,540,560,362098,Acero Inoxidable,Acero Inoxidable,362171,330 W.,330,362568,9 kg.,9000,362698,Superior,Superior,592962,Desconocido,19,Desconocido,592965,Desconocido,Desconocido,20,31000,361928,Samsung,Samsung,362033,Blanco,Blanco,362066,Digital,Digital,592974,Desconocido,Desconocido,11,850170,,0,540 x 850 x 560 mm,31.0 kg.,9000,9 kg.,9.9 kg. o menos,lavadoras_secadoras
