id,id_tienda,precio,precio_oferta,fecha,mes,dia
127913,11,21990.0,21990.0,2022-03-09,03,09
127913,11,21990.0,21990.0,2022-03-10,03,10
127913,11,21990.0,21990.0,2022-03-11,03,11
127913,11,21990.0,21990.0,2022-03-12,03,12
127913,11,21990.0,21990.0,2022-03-13,03,13
127913,11,21990.0,21990.0,2022-03-14,03,14
127913,11,21990.0,21990.0,2022-03-15,03,15
127913,11,21990.0,21990.0,2022-03-16,03,16
127913,11,21990.0,21990.0,2022-03-17,03,17
127913,11,21990.0,21990.0,2022-03-18,03,18
127913,267,15761.0,15761.0,2022-03-09,03,09
127913,267,15812.0,15812.0,2022-03-10,03,10
127913,267,15659.0,15659.0,2022-03-11,03,11
127913,267,15697.0,15697.0,2022-03-12,03,12
127913,267,15696.0,15696.0,2022-03-13,03,13
127913,267,15697.0,15697.0,2022-03-14,03,14
127913,267,15621.0,15621.0,2022-03-15,03,15
127913,267,15735.0,15735.0,2022-03-16,03,16
127913,267,15735.0,15735.0,2022-03-17,03,17
127913,267,15877.0,15877.0,2022-03-18,03,18
127913,267,15877.0,15877.0,2022-03-18,03,18
127913,267,15877.0,15877.0,2022-03-19,03,19
127913,267,15541.0,15541.0,2022-03-20,03,20
127913,267,15541.0,15541.0,2022-03-21,03,21
127913,267,15541.0,15541.0,2022-03-22,03,22
127913,267,15561.0,15561.0,2022-03-23,03,23
127913,267,15561.0,15561.0,2022-03-24,03,24
127913,397,19459.0,18790.0,2022-03-09,03,09
127913,397,19459.0,18790.0,2022-03-10,03,10
127913,397,19506.0,18790.0,2022-03-11,03,11
127913,397,19506.0,18790.0,2022-03-12,03,12
127913,397,19454.0,18740.0,2022-03-13,03,13
127913,397,17616.0,16970.0,2022-03-14,03,14
127913,397,19360.0,18650.0,2022-03-15,03,15
127913,266,17567.66,16990.0,2022-03-09,03,09
127913,266,17567.66,16990.0,2022-03-10,03,10
127913,266,17567.66,16990.0,2022-03-11,03,11
127913,266,17567.66,16990.0,2022-03-12,03,12
127913,266,17567.66,16990.0,2022-03-13,03,13
127913,266,17567.66,16990.0,2022-03-14,03,14
127913,266,17567.66,16990.0,2022-03-15,03,15
127913,266,17567.66,16990.0,2022-03-16,03,16
127913,267,17990.0,17990.0,2022-03-09,03,09
127913,267,17990.0,17990.0,2022-03-10,03,10
127913,267,17990.0,17990.0,2022-03-11,03,11
127913,267,17990.0,17990.0,2022-03-12,03,12
127913,267,17990.0,17990.0,2022-03-13,03,13
127913,267,17990.0,17990.0,2022-03-14,03,14
127913,267,17990.0,17990.0,2022-03-15,03,15
127913,267,17990.0,17990.0,2022-03-16,03,16
127913,267,17990.0,17990.0,2022-03-17,03,17
127913,267,17990.0,17990.0,2022-03-18,03,18
127913,267,17990.0,17990.0,2022-03-18,03,18
127913,267,17990.0,17990.0,2022-03-19,03,19
127913,267,17990.0,17990.0,2022-03-20,03,20
127913,267,17990.0,17990.0,2022-03-21,03,21
127913,267,17990.0,17990.0,2022-03-22,03,22
127913,267,17990.0,17990.0,2022-03-23,03,23
127913,267,17990.0,17990.0,2022-03-24,03,24
130988,260,29990.0,29990.0,2022-03-09,03,09
130988,260,29990.0,29990.0,2022-03-10,03,10
130988,260,29990.0,29990.0,2022-03-11,03,11
130988,260,29990.0,29990.0,2022-03-12,03,12
130988,260,29990.0,29990.0,2022-03-13,03,13
130988,260,29990.0,29990.0,2022-03-14,03,14
130988,260,29990.0,29990.0,2022-03-15,03,15
130988,260,29990.0,29990.0,2022-03-16,03,16
130988,260,29990.0,29990.0,2022-03-17,03,17
130988,260,29990.0,29990.0,2022-03-18,03,18
130988,260,29990.0,29990.0,2022-03-19,03,19
130988,260,29990.0,29990.0,2022-03-20,03,20
130988,260,24990.0,24990.0,2022-03-21,03,21
130988,260,24990.0,24990.0,2022-03-22,03,22
130988,260,24990.0,24990.0,2022-03-23,03,23
130988,260,24990.0,24990.0,2022-03-24,03,24
44497,76,32990.0,32990.0,2022-03-09,03,09
44497,76,32990.0,32990.0,2022-03-10,03,10
44497,76,32990.0,32990.0,2022-03-12,03,12
44497,76,32990.0,32990.0,2022-03-13,03,13
44497,76,32990.0,32990.0,2022-03-14,03,14
44497,76,32990.0,32990.0,2022-03-15,03,15
44497,76,32990.0,32990.0,2022-03-16,03,16
44497,76,32990.0,32990.0,2022-03-17,03,17
44497,76,32990.0,32990.0,2022-03-17,03,17
44497,76,32990.0,32990.0,2022-03-18,03,18
44497,76,32990.0,32990.0,2022-03-19,03,19
44497,76,32990.0,32990.0,2022-03-20,03,20
44497,76,32990.0,32990.0,2022-03-21,03,21
44497,76,32990.0,32990.0,2022-03-22,03,22
44497,76,32990.0,32990.0,2022-03-23,03,23
44497,76,32990.0,32990.0,2022-03-24,03,24
67246,9,32990.0,32990.0,2022-03-09,03,09
67246,9,32990.0,32990.0,2022-03-10,03,10
67246,9,32990.0,32990.0,2022-03-12,03,12
67246,9,32990.0,32990.0,2022-03-14,03,14
67246,9,32990.0,32990.0,2022-03-15,03,15
67246,9,32990.0,32990.0,2022-03-16,03,16
67246,9,32990.0,32990.0,2022-03-17,03,17
67246,9,32990.0,32990.0,2022-03-18,03,18
67246,9,32990.0,32990.0,2022-03-19,03,19
67246,9,32990.0,32990.0,2022-03-21,03,21
67246,9,32990.0,32990.0,2022-03-22,03,22
67246,9,32990.0,32990.0,2022-03-24,03,24
105895,87,34990.0,34990.0,2022-03-09,03,09
105895,87,34990.0,34990.0,2022-03-10,03,10
105895,87,34990.0,34990.0,2022-03-11,03,11
105895,87,34990.0,34990.0,2022-03-12,03,12
105895,87,34990.0,34990.0,2022-03-13,03,13
105895,87,34990.0,34990.0,2022-03-14,03,14
105895,87,34990.0,34990.0,2022-03-15,03,15
105895,87,34990.0,34990.0,2022-03-16,03,16
105895,87,34990.0,34990.0,2022-03-17,03,17
105895,87,34990.0,34990.0,2022-03-18,03,18
105895,87,34990.0,34990.0,2022-03-19,03,19
105895,87,34990.0,34990.0,2022-03-20,03,20
