id,id_tienda,precio,precio_oferta,fecha,mes,dia
13849,88,89990.0,89990.0,2022-04-09,04,09
13849,88,89990.0,89990.0,2022-04-10,04,10
13849,88,89990.0,89990.0,2022-04-11,04,11
13849,88,89990.0,89990.0,2022-04-12,04,12
13849,88,89990.0,89990.0,2022-04-13,04,13
13849,88,89990.0,89990.0,2022-04-14,04,14
13849,88,89990.0,89990.0,2022-04-15,04,15
13849,88,89990.0,89990.0,2022-04-16,04,16
13849,88,89990.0,89990.0,2022-04-17,04,17
13849,88,89990.0,89990.0,2022-04-18,04,18
13849,88,89990.0,89990.0,2022-04-19,04,19
13849,88,89990.0,89990.0,2022-04-20,04,20
13849,88,69990.0,69990.0,2022-04-21,04,21
13849,11,79990.0,79990.0,2022-04-20,04,20
13849,11,79990.0,79990.0,2022-04-21,04,21
90872,5,114990.0,114990.0,2022-04-09,04,09
90872,5,114990.0,114990.0,2022-04-10,04,10
90872,5,114990.0,114990.0,2022-04-11,04,11
90872,5,114990.0,114990.0,2022-04-12,04,12
90872,5,114990.0,114990.0,2022-04-13,04,13
90872,5,114990.0,114990.0,2022-04-14,04,14
90872,5,114990.0,114990.0,2022-04-15,04,15
90872,5,114990.0,114990.0,2022-04-16,04,16
90872,5,114990.0,114990.0,2022-04-17,04,17
90872,5,114990.0,114990.0,2022-04-18,04,18
90872,5,114990.0,114990.0,2022-04-19,04,19
90872,5,114990.0,114990.0,2022-04-20,04,20
90872,5,114990.0,114990.0,2022-04-21,04,21
90872,30,99990.0,99990.0,2022-04-09,04,09
90872,30,99990.0,99990.0,2022-04-10,04,10
90872,30,99990.0,99990.0,2022-04-11,04,11
90872,30,99990.0,99990.0,2022-04-12,04,12
90872,30,99990.0,99990.0,2022-04-13,04,13
90872,30,99990.0,99990.0,2022-04-14,04,14
90872,30,99990.0,99990.0,2022-04-17,04,17
90872,30,99990.0,99990.0,2022-04-18,04,18
90872,30,99990.0,99990.0,2022-04-19,04,19
90872,30,99990.0,99990.0,2022-04-20,04,20
90872,30,99990.0,99990.0,2022-04-21,04,21
90872,9,109990.0,109990.0,2022-04-09,04,09
90872,9,109990.0,109990.0,2022-04-11,04,11
90872,9,109990.0,109990.0,2022-04-12,04,12
90872,9,109990.0,99990.0,2022-04-13,04,13
90872,9,109990.0,99990.0,2022-04-14,04,14
90872,9,109990.0,99990.0,2022-04-15,04,15
90872,9,109990.0,99990.0,2022-04-16,04,16
90872,9,109990.0,99990.0,2022-04-17,04,17
90872,9,109990.0,99990.0,2022-04-18,04,18
90872,9,109990.0,109990.0,2022-04-20,04,20
90872,9,109990.0,109990.0,2022-04-21,04,21
90872,11,109990.0,99990.0,2022-04-09,04,09
90872,11,109990.0,99990.0,2022-04-10,04,10
90872,11,109990.0,99990.0,2022-04-11,04,11
90872,11,109990.0,99990.0,2022-04-12,04,12
90872,11,109990.0,99990.0,2022-04-13,04,13
90872,11,109990.0,99990.0,2022-04-14,04,14
90872,11,109990.0,99990.0,2022-04-15,04,15
90872,11,109990.0,99990.0,2022-04-16,04,16
90872,11,109990.0,99990.0,2022-04-17,04,17
90872,11,109990.0,99990.0,2022-04-18,04,18
90872,11,109990.0,99990.0,2022-04-20,04,20
90872,11,109990.0,99990.0,2022-04-21,04,21
90872,18,109990.0,99990.0,2022-04-11,04,11
90872,18,109990.0,99990.0,2022-04-12,04,12
90872,18,109990.0,99990.0,2022-04-13,04,13
90872,18,109990.0,99990.0,2022-04-14,04,14
90872,18,109990.0,99990.0,2022-04-15,04,15
90872,18,109990.0,99990.0,2022-04-17,04,17
90872,18,109990.0,99990.0,2022-04-18,04,18
90872,18,109990.0,99990.0,2022-04-19,04,19
90872,18,109990.0,99990.0,2022-04-20,04,20
90872,18,109990.0,99990.0,2022-04-21,04,21
90872,87,99990.0,99990.0,2022-04-09,04,09
90872,87,99990.0,99990.0,2022-04-10,04,10
90872,87,99990.0,99990.0,2022-04-11,04,11
90872,87,99990.0,99990.0,2022-04-12,04,12
90872,87,99990.0,99990.0,2022-04-13,04,13
90872,87,99990.0,99990.0,2022-04-14,04,14
90872,87,99990.0,99990.0,2022-04-15,04,15
90872,87,99990.0,99990.0,2022-04-16,04,16
90872,87,99990.0,99990.0,2022-04-17,04,17
90872,87,99990.0,99990.0,2022-04-18,04,18
90872,87,99990.0,99990.0,2022-04-19,04,19
90872,87,99990.0,99990.0,2022-04-20,04,20
90872,87,99990.0,99990.0,2022-04-21,04,21
90872,9,99990.0,99990.0,2022-04-15,04,15
90872,9,99990.0,99990.0,2022-04-16,04,16
90872,9,99990.0,99990.0,2022-04-17,04,17
90872,9,99990.0,99990.0,2022-04-18,04,18
90872,9,109990.0,109990.0,2022-04-20,04,20
90872,9,109990.0,109990.0,2022-04-21,04,21
90872,43,126990.0,126990.0,2022-04-09,04,09
90872,43,126990.0,126990.0,2022-04-10,04,10
90872,43,126990.0,126990.0,2022-04-11,04,11
90872,43,126990.0,126990.0,2022-04-12,04,12
90872,43,126990.0,126990.0,2022-04-13,04,13
90872,43,126990.0,126990.0,2022-04-14,04,14
90872,43,126990.0,126990.0,2022-04-15,04,15
90872,43,126990.0,126990.0,2022-04-16,04,16
90872,43,126990.0,126990.0,2022-04-17,04,17
90872,43,126990.0,126990.0,2022-04-18,04,18
90872,43,126990.0,126990.0,2022-04-19,04,19
90872,43,126990.0,126990.0,2022-04-20,04,20
90872,43,126990.0,126990.0,2022-04-21,04,21
90872,67,99990.0,99990.0,2022-04-15,04,15
90872,67,99990.0,99990.0,2022-04-16,04,16
