id,id_tienda,precio,precio_oferta,fecha
127913,11,22990.0,22990.0,2022-01-09
127913,11,22990.0,22990.0,2022-01-10
127913,11,22990.0,22990.0,2022-01-11
127913,11,22990.0,22990.0,2022-01-12
127913,11,22990.0,22990.0,2022-01-13
127913,11,22990.0,22990.0,2022-01-14
127913,11,22990.0,22990.0,2022-01-15
127913,11,22990.0,22990.0,2022-01-16
127913,11,22990.0,22990.0,2022-01-17
127913,11,22990.0,22990.0,2022-01-18
127913,11,22990.0,22990.0,2022-01-20
127913,11,22990.0,22990.0,2022-01-21
127913,267,16346.0,16346.0,2022-01-09
127913,267,16346.0,16346.0,2022-01-10
127913,267,16210.0,16210.0,2022-01-11
127913,267,16182.0,16182.0,2022-01-12
127913,267,16223.0,16223.0,2022-01-13
127913,267,16115.0,16115.0,2022-01-14
127913,267,16115.0,16115.0,2022-01-15
127913,267,16115.0,16115.0,2022-01-16
127913,267,16115.0,16115.0,2022-01-17
127913,267,16115.0,16115.0,2022-01-18
127913,267,16008.0,16008.0,2022-01-19
127913,267,15995.0,15995.0,2022-01-20
127913,267,15838.0,15838.0,2022-01-21
127913,3263,17449.0,16926.0,2022-01-09
127913,3263,17449.0,16926.0,2022-01-10
127913,3263,19896.0,19300.0,2022-01-11
68172,30,16990.0,16990.0,2022-01-09
68172,30,16990.0,16990.0,2022-01-10
68172,30,16990.0,16990.0,2022-01-11
68172,30,16990.0,16990.0,2022-01-12
68172,30,16990.0,16990.0,2022-01-13
68172,30,16990.0,16990.0,2022-01-14
68172,30,16990.0,16990.0,2022-01-15
68172,30,16990.0,16990.0,2022-01-16
68172,30,16990.0,16990.0,2022-01-17
68172,30,16990.0,16990.0,2022-01-18
68172,30,16990.0,16990.0,2022-01-19
68172,30,16990.0,16990.0,2022-01-20
68172,30,16990.0,16990.0,2022-01-21
43257,11,24900.0,24900.0,2022-01-11
43257,11,24900.0,24900.0,2022-01-12
43257,11,24900.0,24900.0,2022-01-13
43257,11,24900.0,24900.0,2022-01-14
43257,11,24900.0,24900.0,2022-01-17
43257,11,24900.0,24900.0,2022-01-18
43257,11,24900.0,24900.0,2022-01-19
43257,11,24900.0,24900.0,2022-01-20
43257,11,24900.0,24900.0,2022-01-21
44497,18,32990.0,32990.0,2022-01-09
44497,18,32990.0,32990.0,2022-01-10
44497,18,32990.0,32990.0,2022-01-11
44497,18,32990.0,32990.0,2022-01-12
44497,18,32990.0,32990.0,2022-01-14
44497,18,32990.0,32990.0,2022-01-15
44497,18,32990.0,32990.0,2022-01-15
44497,18,32990.0,32990.0,2022-01-16
44497,18,32990.0,32990.0,2022-01-17
44497,18,32990.0,32990.0,2022-01-18
44497,18,32990.0,32990.0,2022-01-20
44497,18,32990.0,32990.0,2022-01-21
44497,76,32990.0,32990.0,2022-01-09
44497,76,32990.0,32990.0,2022-01-10
44497,76,32990.0,32990.0,2022-01-11
44497,76,32990.0,32990.0,2022-01-12
44497,76,32990.0,32990.0,2022-01-13
44497,76,32990.0,32990.0,2022-01-14
44497,76,32990.0,32990.0,2022-01-15
44497,76,32990.0,32990.0,2022-01-16
44497,76,32990.0,32990.0,2022-01-17
44497,76,32990.0,32990.0,2022-01-18
44497,76,32990.0,32990.0,2022-01-20
44497,76,32990.0,32990.0,2022-01-21
84597,76,59990.0,59990.0,2022-01-09
84597,76,59990.0,59990.0,2022-01-10
84597,76,59990.0,59990.0,2022-01-11
84597,76,59990.0,59990.0,2022-01-12
84597,76,59990.0,59990.0,2022-01-13
84597,76,59990.0,59990.0,2022-01-14
84597,76,59990.0,59990.0,2022-01-15
84597,76,59990.0,59990.0,2022-01-16
84597,76,59990.0,59990.0,2022-01-17
84597,76,59990.0,59990.0,2022-01-18
84597,76,59990.0,59990.0,2022-01-20
84597,76,59990.0,59990.0,2022-01-21
84597,87,34990.0,34990.0,2022-01-09
84597,87,34990.0,34990.0,2022-01-10
84597,87,34990.0,34990.0,2022-01-11
84597,87,34990.0,34990.0,2022-01-12
84597,87,34990.0,34990.0,2022-01-13
84597,87,34990.0,34990.0,2022-01-14
84597,87,34990.0,34990.0,2022-01-16
84597,87,34990.0,34990.0,2022-01-17
84597,87,34990.0,34990.0,2022-01-18
84597,87,34990.0,34990.0,2022-01-19
84597,87,34990.0,34990.0,2022-01-20
84597,87,34990.0,34990.0,2022-01-21
63849,76,34990.0,34990.0,2022-01-09
63849,76,34990.0,34990.0,2022-01-10
63849,76,34990.0,34990.0,2022-01-11
63849,76,34990.0,34990.0,2022-01-12
63849,76,34990.0,34990.0,2022-01-13
63849,76,34990.0,34990.0,2022-01-14
63849,76,34990.0,34990.0,2022-01-15
63849,76,34990.0,34990.0,2022-01-16
63849,76,34990.0,34990.0,2022-01-17
63849,76,34990.0,34990.0,2022-01-18
63849,76,34990.0,34990.0,2022-01-20
63849,76,34990.0,34990.0,2022-01-21
63849,9,34990.0,34990.0,2022-01-09
63849,9,34990.0,34990.0,2022-01-10
63849,9,34990.0,34990.0,2022-01-11
63849,9,34990.0,34990.0,2022-01-12
63849,9,34990.0,34990.0,2022-01-13
63849,9,34990.0,34990.0,2022-01-14
63849,9,34990.0,34990.0,2022-01-15
63849,9,34990.0,34990.0,2022-01-18
105895,87,34990.0,34990.0,2022-01-09
105895,87,34990.0,34990.0,2022-01-10
105895,87,34990.0,34990.0,2022-01-11
105895,87,34990.0,34990.0,2022-01-12
105895,87,34990.0,34990.0,2022-01-13
105895,87,34990.0,34990.0,2022-01-14
105895,87,34990.0,34990.0,2022-01-15
105895,87,34990.0,34990.0,2022-01-16
105895,87,34990.0,34990.0,2022-01-17
105895,87,34990.0,34990.0,2022-01-18
105895,87,34990.0,34990.0,2022-01-19
105895,87,34990.0,34990.0,2022-01-20
105895,87,34990.0,34990.0,2022-01-21
105895,45,51840.0,49248.0,2022-01-09
105895,45,51840.0,49248.0,2022-01-10
105895,45,51200.0,48640.0,2022-01-11
105895,45,51200.0,48640.0,2022-01-12
105895,45,51200.0,48640.0,2022-01-13
105895,45,50560.0,48032.0,2022-01-14
105895,45,50560.0,48032.0,2022-01-15
105895,45,50560.0,48032.0,2022-01-16
105895,45,50560.0,48032.0,2022-01-17
105895,45,49920.0,47424.0,2022-01-18
105895,45,50560.0,48032.0,2022-01-19
105895,45,50560.0,48032.0,2022-01-20
105895,45,49920.0,47424.0,2022-01-21
105895,9,47990.0,47990.0,2022-01-09
105895,9,47990.0,47990.0,2022-01-10
105895,9,44990.0,44990.0,2022-01-11
105895,9,44990.0,44990.0,2022-01-12
105895,9,44990.0,44990.0,2022-01-13
105895,9,44990.0,44990.0,2022-01-14
105895,9,44990.0,44990.0,2022-01-15
105895,9,44990.0,44990.0,2022-01-16
105895,9,44990.0,44990.0,2022-01-18
105895,9,44990.0,44990.0,2022-01-19
105895,9,44990.0,44990.0,2022-01-20
105895,9,44990.0,44990.0,2022-01-21
105895,266,43417.66,41990.0,2022-01-09
105895,266,43417.66,41990.0,2022-01-10
105895,266,43417.66,41990.0,2022-01-11
105895,266,43417.66,41990.0,2022-01-12
105895,266,43417.66,41990.0,2022-01-13
105895,266,42383.66,40990.0,2022-01-14
105895,266,42383.66,40990.0,2022-01-15
105895,266,42383.66,40990.0,2022-01-16
105895,266,42383.66,40990.0,2022-01-17
105895,266,42383.66,40990.0,2022-01-18
105895,266,42383.66,40990.0,2022-01-19
105895,266,42383.66,40990.0,2022-01-20
105895,266,42383.66,40990.0,2022-01-21
105895,1217,42090.0,42090.0,2022-01-09
105895,1217,42090.0,42090.0,2022-01-10
105895,1217,41590.0,41590.0,2022-01-11
105895,1217,41590.0,41590.0,2022-01-12
105895,1217,41290.0,41290.0,2022-01-13
105895,1217,41290.0,41290.0,2022-01-14
105895,1217,41090.0,41090.0,2022-01-15
105895,1217,40690.0,40690.0,2022-01-16
105895,1217,40690.0,40690.0,2022-01-17
105895,1217,41090.0,41090.0,2022-01-18
105895,1217,41090.0,41090.0,2022-01-19
105895,1217,41090.0,41090.0,2022-01-20
105895,1217,40590.0,40590.0,2022-01-21
105895,201,39990.0,39990.0,2022-01-09
105895,201,39990.0,39990.0,2022-01-10
105895,201,39990.0,39990.0,2022-01-11
105895,201,39990.0,39990.0,2022-01-12
105895,201,39990.0,39990.0,2022-01-13
105895,201,39990.0,39990.0,2022-01-14
105895,201,39990.0,39990.0,2022-01-15
105895,201,39990.0,39990.0,2022-01-16
105895,201,39990.0,39990.0,2022-01-17
105895,201,39990.0,39990.0,2022-01-18
105895,201,39990.0,39990.0,2022-01-19
105895,3263,44088.0,42766.0,2022-01-09
105895,3263,44088.0,42766.0,2022-01-10
105895,3263,50271.0,48763.0,2022-01-11
67246,9,34990.0,34990.0,2022-01-09
67246,9,34990.0,34990.0,2022-01-10
67246,9,34990.0,34990.0,2022-01-11
67246,9,34990.0,34990.0,2022-01-12
67246,9,34990.0,34990.0,2022-01-13
67246,9,34990.0,34990.0,2022-01-14
67246,9,34990.0,34990.0,2022-01-15
67246,9,34990.0,34990.0,2022-01-16
67246,9,34990.0,34990.0,2022-01-18
67246,9,34990.0,34990.0,2022-01-19
67246,9,34990.0,34990.0,2022-01-20
67246,9,34990.0,34990.0,2022-01-21
62650,30,44990.0,44990.0,2022-01-09
62650,30,44990.0,44990.0,2022-01-10
62650,30,44990.0,44990.0,2022-01-11
62650,30,44990.0,44990.0,2022-01-12
62650,30,44990.0,44990.0,2022-01-13
62650,30,44990.0,44990.0,2022-01-14
62650,30,44990.0,44990.0,2022-01-15
62650,30,44990.0,44990.0,2022-01-16
