fecha,precio,precio_oferta,id_tienda,id
2021-12-18 04:33:41.553642+00:00,103432,101363,1712,92526
2021-12-19 04:33:28.231166+00:00,94951,93052,1712,92526
2021-12-20 04:33:43.858141+00:00,94951,93052,1712,92526
2021-12-21 04:33:57.981812+00:00,94951,93052,1712,92526
2021-12-09 04:46:38.521129+00:00,199990,189990,116,56920
2021-12-10 04:47:49.179819+00:00,199990,189990,116,56920
2021-12-11 04:58:49.604626+00:00,199990,189990,116,56920
2021-12-12 04:42:17.049725+00:00,199990,189990,116,56920
2021-12-13 04:44:11.651703+00:00,199990,189990,116,56920
2021-12-14 04:52:30.939986+00:00,199990,189990,116,56920
2021-12-15 04:45:56.576324+00:00,199990,189990,116,56920
2021-12-16 04:43:21.395502+00:00,199990,189990,116,56920
2021-12-17 04:44:45.371942+00:00,199990,189990,116,56920
2021-12-18 04:42:33.912192+00:00,199990,189990,116,56920
2021-12-19 05:11:45.538216+00:00,199990,189990,116,56920
2021-12-20 04:46:06.911761+00:00,199990,189990,116,56920
2021-12-21 04:46:18.836160+00:00,199990,189990,116,56920
2021-12-18 04:33:41.379968+00:00,108750,106575,1712,56920
2021-12-19 04:33:29.723254+00:00,105087,102985,1712,56920
2021-12-20 04:33:43.923035+00:00,105087,102985,1712,56920
2021-12-21 04:33:57.039044+00:00,105087,102985,1712,56920
2021-12-10 04:41:55.265050+00:00,149990,129990,9,115419
2021-12-11 04:43:06.606111+00:00,149990,129990,9,115419
2021-12-12 04:42:55.757013+00:00,149990,129990,9,115419
2021-12-13 04:43:03.261052+00:00,149990,129990,9,115419
2021-12-14 05:15:11.059105+00:00,149990,129990,9,115419
2021-12-15 04:45:35.220161+00:00,149990,129990,9,115419
2021-12-16 04:44:41.074992+00:00,149990,129990,9,115419
2021-12-17 04:43:58.998352+00:00,149990,129990,9,115419
2021-12-18 04:43:25.382371+00:00,149990,129990,9,115419
2021-12-19 04:43:49.767854+00:00,149990,129990,9,115419
2021-12-20 04:43:18.782334+00:00,149990,129990,9,115419
2021-12-21 04:44:10.148861+00:00,149990,129990,9,115419
2021-12-09 05:21:53.673384+00:00,139990,139990,11,104952
2021-12-10 05:21:42.433721+00:00,139990,139990,11,104952
2021-12-11 05:15:27.592196+00:00,139990,139990,11,104952
2021-12-13 05:30:56.933457+00:00,139990,139990,11,104952
2021-12-14 05:23:51.184781+00:00,139990,139990,11,104952
2021-12-15 05:32:12.633823+00:00,139990,139990,11,104952
2021-12-16 15:13:44.498537+00:00,139990,139990,11,104952
2021-12-17 05:25:18.156160+00:00,139990,139990,11,104952
2021-12-18 05:22:24.340398+00:00,139990,139990,11,104952
2021-12-20 05:18:50.614989+00:00,139990,139990,11,104952
2021-12-21 05:25:28.642743+00:00,139990,139990,11,104952
2021-12-09 04:48:27.886536+00:00,199990,199990,76,104952
2021-12-10 05:05:23.056627+00:00,199990,199990,76,104952
2021-12-11 04:49:10.470213+00:00,199990,199990,76,104952
2021-12-12 04:59:34.023143+00:00,199990,199990,76,104952
2021-12-13 05:01:16.515802+00:00,199990,199990,76,104952
2021-12-14 04:45:51.340063+00:00,199990,199990,76,104952
2021-12-15 05:00:54.957455+00:00,199990,199990,76,104952
2021-12-16 04:56:16.082439+00:00,149990,149990,76,104952
2021-12-17 04:54:46.661590+00:00,149990,149990,76,104952
