fecha,precio,precio_oferta,id_tienda,id
2021-12-09 05:32:05.994849+00:00,79990,79990,43,121499
2021-12-10 13:54:58.582031+00:00,79990,79990,43,121499
2021-12-11 05:10:31.365521+00:00,79990,79990,43,121499
2021-12-12 05:14:34.067877+00:00,79990,79990,43,121499
2021-12-13 13:25:23.728109+00:00,69990,69990,43,121499
2021-12-14 04:54:55.504309+00:00,69990,69990,43,121499
2021-12-16 05:14:48.981290+00:00,79990,79990,43,121499
2021-12-17 05:00:25.000112+00:00,79990,79990,43,121499
2021-12-18 04:56:04.868079+00:00,79990,79990,43,121499
2021-12-19 04:51:06.918385+00:00,79990,79990,43,121499
2021-12-20 05:04:06.186783+00:00,79990,79990,43,121499
2021-12-21 05:12:40.683915+00:00,69990,69990,43,121499
2021-12-09 05:32:05.742619+00:00,99990,99990,43,111525
2021-12-10 13:54:57.173446+00:00,99990,99990,43,111525
2021-12-11 05:06:56.976246+00:00,99990,99990,43,111525
2021-12-12 05:14:31.503920+00:00,99990,99990,43,111525
2021-12-13 13:25:20.881255+00:00,89990,89990,43,111525
2021-12-14 04:54:53.878298+00:00,89990,89990,43,111525
2021-12-15 04:57:00.660783+00:00,89990,89990,43,111525
2021-12-16 05:14:45.175549+00:00,99990,99990,43,111525
2021-12-17 05:00:26.115675+00:00,99990,99990,43,111525
2021-12-18 04:56:04.489286+00:00,99990,99990,43,111525
2021-12-19 04:51:07.556880+00:00,99990,99990,43,111525
2021-12-20 05:04:05.207543+00:00,99990,99990,43,111525
2021-12-21 05:10:54.986015+00:00,89990,89990,43,111525
2021-12-09 04:39:15.516806+00:00,129990,99990,5,70013
2021-12-10 04:39:40.064585+00:00,129990,99990,5,70013
2021-12-11 04:40:31.137252+00:00,129990,99990,5,70013
2021-12-12 04:47:06.164190+00:00,129990,99990,5,70013
2021-12-13 04:40:16.526341+00:00,129990,99990,5,70013
2021-12-14 04:44:35.236157+00:00,129990,99990,5,70013
2021-12-15 04:42:36.532673+00:00,129990,99990,5,70013
2021-12-16 04:43:14.886367+00:00,129990,99990,5,70013
2021-12-17 04:47:30.048669+00:00,129990,99990,5,70013
2021-12-18 04:44:47.869285+00:00,129990,99990,5,70013
2021-12-19 04:45:03.473601+00:00,129990,99990,5,70013
2021-12-20 04:44:44.718488+00:00,129990,99990,5,70013
2021-12-21 04:45:03.319082+00:00,129990,99990,5,70013
2021-12-09 04:39:12.145193+00:00,129990,99990,5,61476
2021-12-10 04:39:16.866903+00:00,129990,99990,5,61476
2021-12-11 04:39:57.962141+00:00,129990,99990,5,61476
2021-12-12 04:46:34.033810+00:00,129990,99990,5,61476
2021-12-13 04:39:54.343205+00:00,129990,99990,5,61476
2021-12-14 04:44:15.516068+00:00,129990,99990,5,61476
2021-12-15 04:42:26.032222+00:00,129990,99990,5,61476
2021-12-16 04:42:54.281050+00:00,129990,99990,5,61476
2021-12-17 04:47:16.382298+00:00,129990,99990,5,61476
2021-12-18 04:44:24.362858+00:00,129990,99990,5,61476
2021-12-19 04:44:49.767166+00:00,129990,99990,5,61476
2021-12-20 04:44:34.057589+00:00,129990,99990,5,61476
2021-12-21 04:44:52.595329+00:00,129990,99990,5,61476
2021-12-17 05:14:32.282727+00:00,99990,99990,18,114912
2021-12-18 05:04:26.415401+00:00,99990,99990,18,114912
2021-12-19 05:19:32.747457+00:00,99990,99990,18,114912
2021-12-20 13:50:17.582634+00:00,99990,99990,18,114912
2021-12-21 04:46:31.932983+00:00,99990,99990,18,114912
2021-12-09 04:38:58.166666+00:00,149990,99990,5,117858
2021-12-10 04:39:08.349105+00:00,149990,99990,5,117858
2021-12-11 04:39:46.600587+00:00,149990,99990,5,117858
2021-12-12 04:46:21.062102+00:00,149990,99990,5,117858
2021-12-13 04:39:40.891343+00:00,149990,99990,5,117858
2021-12-14 04:43:59.488207+00:00,149990,99990,5,117858
2021-12-15 04:42:06.804060+00:00,149990,99990,5,117858
2021-12-16 04:42:44.549554+00:00,149990,99990,5,117858
2021-12-17 04:47:00.511534+00:00,149990,99990,5,117858
2021-12-18 04:44:16.559947+00:00,149990,99990,5,117858
2021-12-19 04:44:39.125021+00:00,149990,99990,5,117858
2021-12-20 04:44:23.378750+00:00,149990,99990,5,117858
2021-12-21 04:44:41.405607+00:00,149990,99990,5,117858
2021-12-09 05:40:19.690977+00:00,119990,109990,11,68433
2021-12-10 05:44:55.157983+00:00,119990,109990,11,68433
2021-12-11 05:41:16.944524+00:00,119990,109990,11,68433
2021-12-12 06:01:24.729822+00:00,119990,109990,11,68433
2021-12-13 05:49:32.882287+00:00,119990,109990,11,68433
2021-12-14 05:41:30.633222+00:00,119990,99990,11,68433
2021-12-15 05:53:48.018842+00:00,119990,109990,11,68433
2021-12-16 15:32:08.538549+00:00,119990,109990,11,68433
2021-12-17 05:46:50.135178+00:00,119990,109990,11,68433
2021-12-18 05:42:21.921390+00:00,119990,109990,11,68433
2021-12-20 05:39:15.621871+00:00,119990,109990,11,68433
2021-12-20 07:51:18.773529+00:00,119990,109990,11,68433
2021-12-21 05:46:27.381442+00:00,119990,109990,11,68433
2021-12-09 05:32:06.331431+00:00,119990,119990,43,111526
2021-12-10 13:54:58.847111+00:00,119990,119990,43,111526
2021-12-11 05:08:47.027798+00:00,119990,119990,43,111526
2021-12-12 05:14:34.204003+00:00,119990,119990,43,111526
2021-12-13 13:25:23.735780+00:00,109990,109990,43,111526
2021-12-14 04:54:55.775936+00:00,109990,109990,43,111526
2021-12-15 04:57:01.872915+00:00,109990,109990,43,111526
2021-12-16 05:14:49.398391+00:00,119990,119990,43,111526
2021-12-17 05:00:24.399693+00:00,119990,119990,43,111526
2021-12-18 04:56:05.445056+00:00,119990,119990,43,111526
2021-12-19 04:51:06.657399+00:00,119990,119990,43,111526
2021-12-20 05:04:05.205800+00:00,119990,119990,43,111526
2021-12-21 05:12:40.231275+00:00,109990,109990,43,111526
2021-12-09 04:42:42.150079+00:00,109990,109990,87,117810
2021-12-10 04:42:23.174332+00:00,109990,109990,87,117810
2021-12-11 04:42:50.008542+00:00,109990,109990,87,117810
2021-12-12 04:42:29.457721+00:00,109990,109990,87,117810
2021-12-13 04:43:25.544260+00:00,109990,109990,87,117810
2021-12-14 04:43:42.287225+00:00,109990,109990,87,117810
2021-12-15 04:44:24.771399+00:00,109990,109990,87,117810
2021-12-16 04:45:01.968127+00:00,109990,109990,87,117810
2021-12-17 04:43:47.239393+00:00,109990,109990,87,117810
2021-12-18 04:44:27.515283+00:00,109990,109990,87,117810
2021-12-19 04:43:17.238427+00:00,109990,109990,87,117810
2021-12-20 04:44:55.472576+00:00,109990,109990,87,117810
2021-12-21 04:44:12.957896+00:00,109990,109990,87,117810
