id,id_tienda,precio,precio_oferta,fecha,mes,dia
84312,18,79990.0,79990.0,2022-04-11,04,11
84312,18,79990.0,79990.0,2022-04-12,04,12
84312,18,79990.0,79990.0,2022-04-13,04,13
84312,18,79990.0,79990.0,2022-04-14,04,14
84312,18,79990.0,79990.0,2022-04-15,04,15
84312,18,79990.0,79990.0,2022-04-16,04,16
84312,18,79990.0,79990.0,2022-04-17,04,17
84312,18,79990.0,79990.0,2022-04-18,04,18
84312,18,79990.0,79990.0,2022-04-19,04,19
84312,18,79990.0,79990.0,2022-04-20,04,20
84312,18,59990.0,59990.0,2022-04-21,04,21
84312,27,74990.0,74990.0,2022-04-09,04,09
84312,27,74990.0,74990.0,2022-04-10,04,10
84312,27,74990.0,74990.0,2022-04-11,04,11
84312,27,74990.0,74990.0,2022-04-12,04,12
84312,27,74990.0,74990.0,2022-04-13,04,13
84312,27,74990.0,74990.0,2022-04-14,04,14
84312,27,74990.0,74990.0,2022-04-15,04,15
84312,27,74990.0,74990.0,2022-04-16,04,16
84312,27,74990.0,74990.0,2022-04-17,04,17
84312,27,74990.0,74990.0,2022-04-18,04,18
84312,27,74990.0,74990.0,2022-04-19,04,19
84312,27,74990.0,74990.0,2022-04-20,04,20
84312,27,74990.0,74990.0,2022-04-21,04,21
84312,5,39990.0,39990.0,2022-04-20,04,20
84312,5,39990.0,39990.0,2022-04-21,04,21
84312,43,74990.0,74990.0,2022-04-10,04,10
84312,43,74990.0,74990.0,2022-04-11,04,11
84312,43,74990.0,74990.0,2022-04-12,04,12
84312,43,74990.0,74990.0,2022-04-13,04,13
84312,43,74990.0,74990.0,2022-04-14,04,14
84312,43,74990.0,74990.0,2022-04-15,04,15
84312,43,74990.0,74990.0,2022-04-16,04,16
84312,43,74990.0,74990.0,2022-04-17,04,17
84312,43,74990.0,74990.0,2022-04-18,04,18
84312,43,74990.0,74990.0,2022-04-19,04,19
84312,43,64990.0,64990.0,2022-04-20,04,20
84312,43,64990.0,64990.0,2022-04-21,04,21
84312,12,78990.0,74990.0,2022-04-09,04,09
84312,12,78990.0,74990.0,2022-04-10,04,10
84312,12,78990.0,74990.0,2022-04-11,04,11
84312,12,78990.0,74990.0,2022-04-12,04,12
84312,12,78990.0,74990.0,2022-04-13,04,13
84312,12,78990.0,74990.0,2022-04-14,04,14
84312,12,78990.0,74990.0,2022-04-15,04,15
84312,12,78990.0,74990.0,2022-04-16,04,16
84312,12,78990.0,74990.0,2022-04-17,04,17
84312,12,78990.0,74990.0,2022-04-18,04,18
84312,12,78990.0,74990.0,2022-04-19,04,19
84312,12,78990.0,74990.0,2022-04-20,04,20
84312,12,78990.0,74990.0,2022-04-21,04,21
84312,9,69990.0,69990.0,2022-04-09,04,09
84312,9,69990.0,69990.0,2022-04-11,04,11
84312,9,69990.0,69990.0,2022-04-12,04,12
84312,9,69990.0,69990.0,2022-04-13,04,13
84312,9,69990.0,69990.0,2022-04-14,04,14
84312,9,69990.0,69990.0,2022-04-15,04,15
84312,9,79990.0,79990.0,2022-04-16,04,16
84312,9,79990.0,79990.0,2022-04-17,04,17
84312,9,79990.0,79990.0,2022-04-18,04,18
84312,9,79990.0,79990.0,2022-04-20,04,20
84312,9,79990.0,79990.0,2022-04-21,04,21
84312,11,69990.0,69990.0,2022-04-09,04,09
84312,11,69990.0,69990.0,2022-04-10,04,10
84312,11,69990.0,69990.0,2022-04-11,04,11
84312,11,69990.0,69990.0,2022-04-12,04,12
84312,11,69990.0,69990.0,2022-04-13,04,13
