fecha,precio,precio_oferta,id_tienda,id
2021-12-09 04:52:33.232255+00:00,16990,16990,30,68172
2021-12-10 04:57:33.045262+00:00,16990,16990,30,68172
2021-12-11 04:57:30.556662+00:00,16990,16990,30,68172
2021-12-12 04:57:48.452210+00:00,16990,16990,30,68172
2021-12-13 04:59:23.620565+00:00,16990,16990,30,68172
2021-12-14 04:57:08.252134+00:00,16990,16990,30,68172
2021-12-15 04:54:02.208757+00:00,16990,16990,30,68172
2021-12-16 04:57:53.272651+00:00,16990,16990,30,68172
2021-12-17 04:59:17.667916+00:00,16990,16990,30,68172
2021-12-18 04:59:10.479360+00:00,16990,16990,30,68172
2021-12-19 05:00:11.220396+00:00,16990,16990,30,68172
2021-12-20 04:52:42.643725+00:00,16990,16990,30,68172
2021-12-21 04:58:10.266171+00:00,16990,16990,30,68172
2021-12-16 15:45:43.282764+00:00,22990,22990,11,127913
2021-12-17 05:59:02.892066+00:00,22990,22990,11,127913
2021-12-18 05:54:19.086283+00:00,22990,22990,11,127913
2021-12-20 05:53:44.672585+00:00,22990,22990,11,127913
2021-12-21 05:57:27.086379+00:00,22990,22990,11,127913
2021-12-09 04:59:54.201602+00:00,29990,29990,170,105895
2021-12-10 04:57:37.279966+00:00,29990,29990,170,105895
2021-12-11 04:56:32.257041+00:00,29990,29990,170,105895
2021-12-12 05:04:03.039412+00:00,29990,29990,170,105895
2021-12-13 05:02:44.137449+00:00,29990,29990,170,105895
2021-12-09 04:45:17.599919+00:00,34990,34990,87,105895
2021-12-10 04:44:50.524870+00:00,34990,34990,87,105895
2021-12-11 04:45:14.985173+00:00,34990,34990,87,105895
2021-12-12 04:44:31.495426+00:00,34990,34990,87,105895
2021-12-13 04:46:07.542873+00:00,34990,34990,87,105895
2021-12-14 04:45:53.039431+00:00,34990,34990,87,105895
2021-12-15 04:46:41.387759+00:00,34990,34990,87,105895
2021-12-16 04:47:35.853803+00:00,34990,34990,87,105895
2021-12-17 04:46:09.285085+00:00,34990,34990,87,105895
2021-12-18 04:47:01.517569+00:00,34990,34990,87,105895
2021-12-19 04:45:42.633397+00:00,34990,34990,87,105895
2021-12-20 04:47:31.899474+00:00,34990,34990,87,105895
2021-12-21 04:46:31.518426+00:00,34990,34990,87,105895
2021-12-11 05:33:33.900192+00:00,29990,29990,43,105895
2021-12-09 05:07:59.269657+00:00,51840,49248,45,105895
2021-12-10 05:08:56.740746+00:00,51840,49248,45,105895
2021-12-11 05:02:55.285333+00:00,51840,49248,45,105895
2021-12-12 05:16:56.506181+00:00,51840,49248,45,105895
2021-12-13 05:02:18.508232+00:00,51840,49248,45,105895
2021-12-14 05:12:45.594941+00:00,52480,49856,45,105895
2021-12-15 05:08:29.123662+00:00,51840,49248,45,105895
2021-12-17 05:13:25.294770+00:00,52480,49856,45,105895
2021-12-18 05:06:42.231576+00:00,52480,49856,45,105895
2021-12-19 05:00:24.225223+00:00,52480,49856,45,105895
2021-12-20 05:01:18.045124+00:00,52480,49856,45,105895
2021-12-21 05:01:41.175629+00:00,51840,49248,45,105895
2021-12-09 04:39:48.680744+00:00,29990,29990,260,105895
2021-12-10 04:39:32.609908+00:00,29990,29990,260,105895
2021-12-11 04:39:48.477390+00:00,29990,29990,260,105895
2021-12-12 04:51:44.083673+00:00,29990,29990,260,105895
2021-12-13 04:40:25.509610+00:00,29990,29990,260,105895
2021-12-14 04:47:01.749867+00:00,29990,29990,260,105895
2021-12-15 04:40:38.134662+00:00,29990,29990,260,105895
2021-12-16 04:47:04.879343+00:00,29990,29990,260,105895
2021-12-17 04:39:51.985250+00:00,29990,29990,260,105895
2021-12-18 04:47:26.154831+00:00,29990,29990,260,105895
2021-12-19 04:43:55.598711+00:00,29990,29990,260,105895
2021-12-20 04:41:56.564613+00:00,29990,29990,260,105895
2021-12-21 04:45:55.136950+00:00,29990,29990,260,105895
2021-12-10 04:52:45.350662+00:00,44990,44990,9,105895
2021-12-11 04:54:33.686253+00:00,44990,44990,9,105895
2021-12-12 04:54:04.118239+00:00,44990,44990,9,105895
